Phrase_a_traduire,Phrase_traduite,Sortie_modele
we exchanged greetings,nous échangeâmes des formules de bienvenue,nous avons échangé des tremblements de mer
you were hurt weren't you,tu étais blessé n'est ce pas,vous étiez blessée n'est ce pas
if i had the money i would immediately buy this computer,si j'avais l'argent j'achèterais immédiatement cet ordinateur,si j'avais l'argent je me ferais immédiatement de acheter cet ordinateur
the crown prince is the one who is to succeed to the throne,le dauphin est celui qui succède au trône,le prince est le prince qui est pour réussir au petit
she clutched her baby in her arms,elle serra son bébé dans ses bras,elle a conduit son bébé dans ses bras
i just want what's best for you,je veux seulement le meilleur pour toi,je veux simplement quel est meilleur pour vous
we're nearly out of time,il ne nous reste presque plus de temps,nous sommes presque à l'heure
he did as i told him,il a fait comme je le lui ai dit,il a fait comme je lui ai dit
four people were in the car when the accident happened,quatre personnes se trouvaient à bord de la voiture lorsque l'accident est survenu,quatre gens étaient dans l'accident quand l'accident est survenu
where do you get your hair done,où vous faites vous coiffer,où vous êtes vous rencontrées vos cheveux
are you younger than him,es tu plus jeune que lui ,êtes vous plus jeune que lui
it's a monster storm,il s'agit d'une tempête géante,c'est une tempête de filles
we were at school together,nous étions à l'école ensemble,nous étions à l'école ensemble
he got sick during the trip,il a été malade pendant le voyage,il est resté au voyage
are you all nuts,êtes vous toutes dingues,êtes vous toutes dingues
these shoes don't fit my feet,ces chaussures ne me vont pas,ces chaussures ne me vont pas
my aunt died an old spinster,ma tante est morte vieille fille,ma tante est mort une vieille attaque
this tape isn't sticky,ce ruban adhésif n'adhère pas,cette année ne tombe pas
what kind of music did you listen to when you were a teenager,quelle sorte de musique écoutais tu lorsque tu étais adolescent,quel genre de musique as tu écouté quand tu étais une vas
it's not what i wanted to say,ce n'est pas ce que je voulais dire,ce n'est pas ce que je voulais dire
they're all tourists,ce sont toutes des touristes,ce sont tous des touristes
i will never forget this,je n'oublierai jamais ça,je n'oublierai jamais ça
i need an extra blanket,j'ai besoin d'une couverture supplémentaire,j'ai besoin d'une d'une minute
you can't be too careful when you drive a car,tu ne pourras jamais être trop prudent lorsque tu conduis une voiture,vous ne pouvez pas être trop prudent quand tu conduis une voiture
you're turning thirty,tu entres dans la trentaine,vous êtes en trente ans
this puzzle has 500 pieces,ce puzzle compte cinq cents pièces,cet secret a cinq pièces
you don't have to hurry,vous n'avez pas besoin de vous presser,vous n'êtes pas forcé de vous dépêcher
there's nobody on this ship except us,il n'y a personne sur ce bateau à part nous,il n'y a personne sur ce bateau nous n'est ce pas
this book belongs to you,ce livre t'appartient,ce livre vous appartient
your parents were right,tes parents avaient raison,vos parents étaient juste
when did you begin to learn english,quand as tu commencé à apprendre l'anglais,quand avez vous commencé à apprendre l'anglais
what's your favorite movie,quel est ton film préféré ,quel est ton film préféré
a helicopter is able to take off and land straight up and down,un hélicoptère peut décoller et atterrir à la verticale,un parti est en train de prendre de la terre et le point de tomber
i argued with him about it,je me suis disputé avec lui à ce propos,je me suis celui qui se moque de lui
i borrowed the dictionary from my friend,j'ai emprunté le dictionnaire à mon ami,j'ai emprunté le dictionnaire de mon ami
they were satisfied,ils étaient satisfaits,ils étaient contents
he was so kind as to help us,il était tellement aimable de nous aider,il était si gentil pour nous aider
i think i have tendonitis,je pense que j'ai une tendinite,je pense avoir la tête
be careful,sois prudent,sois prudent
i've fallen in love with you,je suis tombé amoureuse de toi,je suis tombé amoureux de toi
i lit the match,je craquai l'allumette,j'ai allumé la manche
he tried to make his wife happy but he couldn't,il a essayé de rendre sa femme heureuse mais il n'y est pas parvenu,il essaya de rendre sa femme heureuse mais il n'a pas pu
it's an outrage,il s'agit d'un outrage,c'est un coup d'œil
he tends to get angry when people oppose him,il a tendance à se mettre en colère quand les gens s'opposent à lui,il a tendance à se mettre en colère lorsqu'il se passe
tom doesn't understand you,tom ne vous comprend pas,tom ne te comprend pas
he had the good fortune to find a good wife,il a eu la grande chance de trouver une bonne épouse,il a eu la bonne fortune à trouver une bonne femme
this party is awesome,cette fête est géniale,cette fête est incroyable
the boy made a paper plane,c'est le garçon qui a confectionné un avion de papier,le garçon a confectionné un avion de papier
i wish i were in paris now,j'aimerais être à paris en ce moment,j'aimerais être à paris
i think we should just be friends,je pense que nous devrions être simplement amis,je pense que nous devrions simplement être amis
you must do it,vous devez le faire,vous devez le faire
i think it's time for me to move on,je pense qu'il est temps pour moi d'avancer,je pense qu'il est temps pour moi de déménager
what are you guys talking about,de quoi vous parlez ,que tu parles tu
i accept your conditions,j'accepte vos conditions,j'accepte vos conditions
they are going to give a party the day after tomorrow,ils vont faire une fête après demain,ils vont faire une fête après demain
write a poem with four three line stanzas,écrivez un poème de quatre strophes de chacune trois vers,écris un poème avec quatre cent
i want to study history,je veux étudier l'histoire,je veux étudier l'histoire
they're very smart,ils sont très intelligents,ils sont très malins
i know you've got a gun,je sais que vous avez une arme,je sais que vous avez une arme
you seem depressed,vous avez l'air déprimée,vous semblez déprimée
i can't figure out how to register a new domain name,je n'arrive pas à comprendre comment enregistrer un nouveau nom de domaine,je ne parviens pas à comprendre comment faire un nouveau nom de nouveaux vingt
i've never seen anything like that,je n'ai jamais rien vu de semblable,je n'ai jamais vu quoi que ce soit
strawberries are in season now,c'est la saison des fraises en ce moment,les femmes sont en saison maintenant
if he keeps threatening you then you should go to the police,s'il continue à vous menacer portez plainte,s'il te tient à te mettre en train de venir à la police
do we have a choice,avons nous le choix,avons nous un choix
this young man knows little about his country,ce jeune homme en connait peu sur son pays,ce jeune homme sait peu à propos de son pays
i appreciate your patience,je te suis reconnaissant pour ta patience,je te suis reconnaissant pour ta patience
try not to splatter the ink,essaie de ne pas faire de taches avec l'encre,essaie de ne pas faire de mal à l'aise
a gentle wind is blowing,il souffle une douce brise,un vent est en train de partir
tom collects antiques,tom collectionne les antiquités,tom a grandi
i don't know when i'll be back,j'ignore quand je serai de retour,j'ignore quand je serai de retour
i think watching tv is a waste of time,je pense que regarder la télévision est une perte de temps,je pense que regarder la télévision est une perte de temps
have you ever tried to think about nothing,as tu jamais essayé de ne penser à rien,as tu jamais essayé de penser à rien
tom is recovering from his injuries,tom se remet de ses blessures,tom se lève de ses chaussettes
this is the reason why i didn't come yesterday,c'est la raison pour laquelle je ne suis pas venu hier,c'est la raison pour laquelle je ne suis pas venu hier
is there a man in your life,y a t il un mec dans ta vie,y a t il un homme dans ta vie
my house is near the school,ma maison se trouve à proximité de l'école,ma maison est près de l'école
it's the only thing i can think of,c'est la seule chose à laquelle je puisse penser,c'est la seule chose que je puisse penser
i heard strange noises coming from his bedroom,j'ai entendu des bruits étranges provenant de sa chambre,j'ai entendu des difficultés à venir à sa chambre
the tomei expressway connects tokyo with nagoya,la voie rapide « tomei » relie tokyo à nagoya,la voie de la plus rapide de tokyo
that was a close one,c'était moins une,c'était une
that's a good thing to have,c'est une bonne chose à avoir,c'est une bonne chose à avoir
are you an only child,es tu une enfant unique ,êtes vous un enfant
why didn't you come into work yesterday,pourquoi n'es tu pas venu au travail hier,pourquoi n'êtes vous pas venu au travail hier
the garden is in front of the house,le jardin est en face de la maison,le jardin est en face de la maison
he has only a superficial knowledge of the subject,il n'a qu'une connaissance superficielle du sujet,il n'a qu'une hypothèse du sujet du sujet
the small boy slowly made some new friends,le petit garçon se fit lentement de nouveaux amis,le petit garçon a pris un nouveau ami d'amis
i was confronted with many difficulties,je fus confronté à de nombreuses difficultés,j'étais confronté à beaucoup de difficultés
you're very efficient,tu es très efficace,vous êtes très efficace
i was too stunned to talk,j'ai été trop abasourdi pour parler,j'étais trop abasourdi pour parler
i've got a busy schedule,j'ai un emploi du temps chargé,j'ai un programme occupée
i heard a japanese nightingale,j'ai entendu un rossignol japonais,j'ai entendu un japonais japonais
i'll wait in the car,je vais attendre dans la voiture,j'attends la voiture
are you coming with me,tu viens avec moi ,viens tu avec moi
tom sounds angry,tom a l'air en colère,tom a l'air en colère
when was the last time you saw tom,quand as tu vu tom pour la dernière fois,quand as tu vu la dernière fois que tom
they left the movie early,ils ont quitté tôt la projection,ils ont laissé le film tôt
it is true that he is young but he is clever,c'est vrai qu'il est jeune mais il est intelligent,c'est vrai qu'il est jeune mais il est intelligent
you take my breath away,tu me coupes le souffle,vous me prenez mon souffle
are you certain,en es tu sûr,êtes vous certaine
are you lost,êtes vous perdue ,êtes vous perdu
we have other important issues to discuss,il y a d'autres problèmes importants dont nous devons discuter,nous avons d'autres problèmes important
i read books,je lis des livres,j'ai lu des livres
eat everything,mange tout,mangez tout
tom often visits his aunt,tom rend souvent visite à sa tante,tom se rend souvent sa tante
there is a knock at the door,on frappe à la porte,il y a un frapper à la porte
i'd be delighted if they asked me to give a speech,je serais ravie si elles me demandaient de prononcer un discours,je serais ravi de m'aider à prononcer un discours
he turned out to be innocent,il s'est avéré qu'il était innocent,il est sorti pour être innocent
why pay when you can get it for free,pourquoi payer lorsqu'on peut en obtenir gratuitement,pourquoi vous pouvez le faire pour être libre
are you going to sing here,vas tu chanter ici ,allez vous chanter ici
someone broke into my apartment,quelqu'un s'est introduit par effraction dans mon appartement,quelqu'un a brisé mon appartement
here i am again,me voici à nouveau,je suis à nouveau
i went into the army,je suis rentré dans l'armée,je suis allé dans l'armée
i don't see any way of doing that,je ne vois aucun moyen de faire ça,je ne vois aucune façon de faire ça
he lived there by himself,il vivait là seul,il vivait là bas
things don't always turn out the way we plan,les choses ne se passent pas toujours de la manière que nous avons prévue,les choses ne se font pas toujours le chemin que nous ayons l'intention
have you known him for a long time,le connaissez vous depuis longtemps ,lui a t on depuis longtemps
i didn't hear you come in,je ne vous ai pas entendu entrer,je ne t'ai pas entendue entrer
computers save us a lot of time and trouble,les ordinateurs nous épargnent beaucoup de temps et d'ennuis,les ordinateurs nous ont beaucoup de temps et de problèmes
they crossed the border,ils ont traversé la frontière,ils ont traversé la terre
i can't find my jacket,je ne trouve pas ma veste,je ne parviens pas à trouver ma veste
i'll study harder from now on,dorénavant je travaillerai plus dur,j'étudie plus dur désormais
according to the thermometer it's thirty degrees,d'après le thermomètre il fait trente degrés,d'après le cessez il est trente degrés
don't eat the fruit in the bowl on the table it's plastic,ne mangez pas les fruits qui sont dans le bol sur la table ils sont en plastique,ne mangez pas les fruits dans le bol sur la table c'est en sécurité
you can pour the wine into the glass,tu peux verser le vin dans le verre,tu peux sauter du vin dans le verre
the lubrication system was poorly designed,le système de lubrification a été mal conçu,le système de l'expérience était plus téléphone
i know what they mean,je sais ce qu'elles veulent dire,je sais ce qu'elles veulent dire
nobody tells the truth,personne ne dit la vérité,personne ne dit la vérité
she has shown her room to me,elle m'a montré sa chambre,elle m'a montré sa chambre
i thought that tom was kind,je pensais que tom était gentil,je pensais que tom était gentil
i know what they're doing,je sais ce qu'elles font,je sais ce qu'elles sont en train de faire
i've already told tom what to do,j'ai déjà dit à tom ce qu'il y a à faire,j'ai déjà dit à tom quoi faire
i'm on my way,je suis en route,je suis en route
the lawyers argued the case for hours,les avocats débattirent du cas des heures durant,les enseignants se sont rencontrées le cas des heures
you're very wise,vous êtes fort avisée,vous êtes très sage
please light a candle,allumez un cierge je vous prie,allume une bougie s'il vous plaît
please don't lean out of the window when we're moving,veuillez ne pas vous pencher par la fenêtre lorsque nous sommes en mouvement,ne vous faites pas de la fenêtre lorsque nous nous sommes en train de déménager
some students were sitting on the bench and having lunch,quelques étudiants déjeunaient assis sur le banc,certains étudiants étaient assis sur le banc et prendre du déjeuner
do you know where he was born,savez vous où il est né ,sais tu où il est né
they did not keep their word,elles n'ont pas tenu parole,ils n'ont pas tenu parole
is it large enough,est ce assez grand,est ce assez grand
are we all here,sommes nous tous là,sommes nous toutes ici
i think we may have something that you'd be interested in buying,je pense que nous avons peut être quelque chose dont vous seriez intéressées de faire l'acquisition,je pense que nous ayons peut être quelque chose que vous seriez intéressées
don't tell your mother,ne le dis pas à ta mère,ne dis pas ta mère
this works,ça fonctionne,ça fonctionne
i just got the news,je viens d'avoir les nouvelles,je viens de avoir la nouvelle
he was too short to get at the grapes,il était trop petit pour atteindre les raisins,il était trop petit pour atteindre les chiens
a conductor directs an orchestra,un chef d'orchestre dirige un orchestre,un chef est un étranger
where are you living now,où vis tu désormais ,où vivez vous maintenant
could you tell me the way to the station,pouvez vous m'indiquer le chemin jusqu'à la gare ,pourriez vous me dire à la route
don't worry about me,ne te soucie pas de moi,ne vous faites pas de souci pour moi
when did it begin to rain,quand a t il commencé à pleuvoir,quand est ce qu'il s'est mis à pleuvoir
if i had gone to that restaurant last night i would have eaten a steak,si j'avais été à ce restaurant hier soir j'aurais mangé un steak,si je me suis allé à ce restaurant la nuit dernière j'avais mangé
she is a fox,c'est un renard,elle est un renard
my parents wouldn't understand,mes parents ne pourraient pas comprendre,mes parents ne se marie
mars has two moons,mars est dotée de deux lunes,mars a deux neuf
smallpox was unknown to native americans,la variole était inconnue des amérindiens,la recherche des étasuniens furent des étasuniens
we'll get another one,on en obtiendra un autre,nous nous nous en aller
the window was open,la fenêtre était ouverte,la fenêtre était ouverte
i want to go somewhere on a trip,j'ai envie de partir en voyage,je veux y aller quelque part sur un voyage
this is exactly what i want,c'est bien ça que je veux,c'est exactement ce que je veux
i walked 10 kilometers today,j’ai marché 10 kilomètres aujourd’hui,j'ai marché dix kilomètres aujourd'hui
a fat man seldom dislikes anybody very hard or for very long,un gros homme n'a jamais une très forte ou très longue aversion envers qui que ce soit,un homme gros ne se préoccupe à qui est très long
let's build something,construisons quelque chose,faisons quelque chose
she is engaged to him,c'est sa fiancée,elle est mariée
air pollution prevents some plants from growing well,la pollution de l'air empêche certaines plantes de pousser normalement,l'air de la pollution de plantes à partir de bien
i'll go to boston to be with family,j'irai à boston pour être avec ma famille,j'irai à boston pour la famille
i can't keep this,je ne peux pas garder ceci,je ne peux pas garder ceci
we can't go,nous ne pouvons pas partir,nous ne pouvons pas y aller
she got married to him,elle l'épousa,elle s'est mariée à lui
he's still at work,il est encore au travail,il est encore au travail
please follow me,veuillez me suivre,suis moi je te prie
since he was dressed in black he looked like a priest,comme il était habillé de noir on aurait dit un prêtre,comme il était habillé en noir il a l'air d'un prêtre
i disagree with you,je ne suis pas d'accord avec toi,je ne suis pas d'accord avec vous
sometimes i run out of money,parfois je manque d'argent,parfois j'en ai plus de l'argent
this is kind of embarrassing actually,c'est en vérité assez embarrassant,c'est plutôt mal à l'aise
you have to accept your role,tu dois accepter ton rôle,vous devez accepter ton rôle
we had a blast,on s'est éclatés,nous avons eu une pause
are you old enough to drive,es tu assez âgée pour conduire ,êtes vous assez âgée pour conduire
should i wait for you here,devrais je t'attendre ici,devrais je vous attendre ici
i can't take it any longer,je n'en peux plus,je ne peux plus le prendre plus longtemps
it looks like he's winning,on dirait qu'il est en train de gagner,il semble qu'il gagne
beethoven was a great composer,beethoven était un grand compositeur,demandé un grand état plein de chanteur
she should be there now because she left an hour ago,elle devrait être là maintenant parce qu'elle est partie il y a une heure,elle devrait être là à cause d'une heure il est parti il y a une heure
how much is the rent,combien coûte le loyer ,combien est le loyer
he used to eat out every day but now he can't afford it,il avait l'habitude de manger au restaurant tous les jours mais maintenant il ne peut plus se le permettre,il avait l'habitude de manger chaque jour mais maintenant il ne peut pas se permettre
he is seeking employment,il cherche un emploi,il est en train de prononcer du travail
i don't need to talk to you,je n'ai pas besoin de vous parler,je n'ai pas besoin de te parler
i haven't seen him for years,ça fait des années que je ne l'ai pas vu,je ne l'ai pas vu depuis des années
tom is a student at the university where i used to teach,tom est étudiant à l'université où j'enseignais,tom est étudiant à l'université où je vivais
take off your shoes,enlève tes chaussures,retire tes chaussures
she put her hands over her ears to shut out the noise,elle a mis ses mains sur ses oreilles pour ne plus entendre le bruit,elle mit ses mains en l'air de fermer le bruit
you're probably too young to understand this,vous êtes probablement trop jeune pour le comprendre,vous êtes probablement trop jeune pour comprendre ceci
he ran the fastest of all,il courut plus vite que tous les autres,il courut au plus rapide du tout
he shined his shoes,il a ciré ses chaussures,il a monté ses chaussures
tom takes the kids to the school every day,tom emmène les enfants à l'école tous les jours,tom prend les enfants à l'école tous les jours
tom hasn't said a word,tom ne disait rien,tom n'a pas dit un mot
turn on the ignition,mettez le contact,allume le contact
we are supposed to know the rules,nous sommes supposés connaître les règles,nous sommes censés connaître les règles
tom didn't have a good time at the party,tom n'a pas passé un bon moment à la fête,tom n'a pas eu du bon temps à la fête
they manage to get along without much money,ils s'arrangent pour s'en tirer avec peu d'argent,ils se font pour avoir un grand argent d'argent
he helped me fix my watch,il m'a aidé à réparer ma montre,il m'a aidé à réparer ma montre
mary had a girls' night out,marie a passé une soirée entre filles,mary était une nuit à sortir
she spent her life in pursuit of the truth,elle passa sa vie à rechercher la vérité,elle a passé sa vie en panne en panne de la vérité
he felt ill at ease,il s'est senti mal à l'aise,il se sentit mal à l'aise
i voted for tom three years ago,j'ai voté pour tom il y a trois ans,j'ai voté pour tom il y a trois ans
it's good that the horse didn't suffer,c'est bien que le cheval n'ait pas souffert,c'est bon que le cheval n'a pas grandi
all our attempts were in vain,toutes nos tentatives furent vaines,tous nos moustiques étaient en vain
you should do that right away,vous devriez faire ça tout de suite,vous devriez faire ça immédiatement
he flew to paris,il s'est envolé pour paris,il a tendance à paris
we're all having lunch,nous sommes tous en train de dîner,nous sommes tous en train de déjeuner
i want to talk to you about this report,je veux m'entretenir avec vous à propos de ce rapport,je veux vous parler de ce rapport
please tell me where the police station is,s'il vous plaît dites moi où est la station de police,veuillez me dire où la police est la police
are you sure you're not imagining things,êtes vous sûre que vous n'imaginez pas des choses,êtes vous sûres que vous ne faites pas des choses
there may be a way,il y a peut être un moyen,il y a peut être un chemin
you're fun,t'es marrante,vous êtes marrant
call me if you want to do something together tomorrow,appelle moi si vous voulez que nous fassions quelque chose ensemble demain,appelez moi si vous voulez faire quelque chose ensemble demain
it takes fifteen minutes to walk from here to the campus,il faut quinze minutes pour marcher d'ici jusqu'au campus,il faut quinze minutes pour marcher d'ici au coin
why don't you go take a nap,pourquoi ne vas tu pas faire une sieste ,pourquoi ne vas tu pas faire une sieste
please give me another chance,je vous en prie donnez moi encore une chance,veuillez me donner une autre chance
the cup broke when it fell off the table,la tasse s'est cassée quand elle est tombée de la table,la tasse la tasse la table est tombée de la table
three of them were hospitalized,trois d'entre eux ont été hospitalisés,trois d'entre eux ont été chose
how do you think you're doing,que penses tu de la manière dont tu t'en sors,comment pensez vous que vous faites
i have to borrow some money,il me faut emprunter de l'argent,il faut emprunter de l'argent
have you got a match,disposez vous d'une allumette,as tu une sieste
have you already read this book,avez vous déjà lu ce livre ,as tu déjà lu ce livre
he got a broken jaw and lost some teeth,il eut la mâchoire cassée et il perdit quelques dents,il a une crise brisé la paix et perdit
i don't have cancer,je n'ai pas de cancer,je n'ai pas de cancer
when did you begin studying english,quand as tu commencé à apprendre l'anglais ,quand avez vous commencé à étudier l'anglais
you must be very proud of your son,tu dois être très fier de ton fils,vous devez être très fier de ton fils
they're downstairs,ils sont en dessous,ils sont en bas
don't treat me like i'm stupid,ne me traite pas comme un idiot,ne me fais pas comme je suis stupide
don't pull my sleeve,ne tirez pas sur ma manche,ne tire pas ma manche
he complained that he couldn't find a job,il se plaignit de ne pouvoir trouver un emploi,il s'est plainte qu'il ne pouvait trouver un travail
my place is with them now,ma place est avec elles désormais,mon endroit est avec eux maintenant
i don't want you to see me naked,je ne veux pas que tu me voies nu,je ne veux pas que vous me disiez nu
i never heard from him again,je n'ai jamais plus entendu parler de lui,je n'ai jamais entendu à nouveau
is there a picture of tom in that album,y a t il une photo de tom dans cet album,y a t il une photo de tom dans cet album
the mosque was torched in the middle of the night,la mosquée a été incendiée au milieu de la nuit,la sortie était en colère au milieu de la nuit
i've forgotten about her,je l'ai oubliée,je l'ai oublié d'elle
he asked me if i were happy,il m'a demandé si j'étais satisfaite,il m'a demandé si j'étais heureux
we have more to do,nous avons davantage à faire,nous devons davantage faire
you are early,tu es matinale,vous êtes en avance
sumo is a traditional japanese sport,le sumo est un sport traditionnel japonais,le désolé est un sport japonais
tom and mary never took their eyes off each other,tom et mary ne se sont jamais quittés des yeux,tom et mary ne se sont jamais sorti les yeux
she's absent because she's sick,elle est absente car elle est malade,elle est absent parce qu'elle est malade
as i was having lunch the phone rang,alors que je déjeunais le téléphone sonna,comme je faisais le déjeuner sonna
stop treating me like a child,cesse de me prendre pour une enfant,arrête de me prendre comme une enfant
all of us looked through the window,nous avons tous regardé par la fenêtre,nous avons toutes regardé par la fenêtre
do you like fish,vous aimez le poisson,aimez vous le poisson
he knows every inch of this area,il connaît cet endroit comme sa poche,il sait chaque tour de cette zone
when will you be back,tu rentres quand,quand seras tu
i can't believe he kissed you,je n'arrive pas à croire qu'il vous ait embrassé,je n'arrive pas à croire qu'il vous ait embrassé
tom bought mary many gifts,tom acheta de nombreux cadeaux à marie,tom a acheté beaucoup de cadeaux à mary
are you almost ready,es tu bientôt prête,êtes vous presque prêtes
do as you're told,faites comme on vous dit,fais comme tu
australia is one of the countries i want to visit before i die,l'australie est l'un des pays que je veux visiter avant ma mort,australie est l'un des pays que je veux rendre visite avant que je suis mort
stop right there,arrête toi juste là,arrête d'y aller
are you sure that you want to go there,es tu sûre de vouloir t'y rendre,êtes vous sûres de vouloir y aller
i thought you'd be happy,je pensais que tu serais heureuse,je pensais que vous seriez heureux
she was accused of lying,elle a été accusée d'avoir menti,elle était accusé de mentir
i ruined everything,j'ai tout gâché,j'ai tout foutu
maybe you'd like to come with us,peut être aimeriez vous venir avec nous,peut être aimeriez vous venir avec nous
do you think the situation can improve,penses tu que la situation puisse s'améliorer,pensez vous que la situation peut améliorer
tom wanted mary to say that she loved him,tom voulait que mary dise qu'elle l'aime,tom voulait que mary dise qu'elle l'aimait
they don't want you to know,ils ne veulent pas que vous sachiez,ils ne veulent pas que vous sachiez
is it true that you weren't here yesterday,est il vrai que tu n'étais pas là hier,est ce vrai que vous n'êtes pas là hier
he doesn't live there anymore,il n'habite plus ici,il ne vit plus
it takes 165 years for neptune to orbit around the sun,neptune met 165 ans à orbiter autour du soleil,il faut que les années de remettre à la lumière
the prince was lost in the woods,le prince était perdu dans les bois,le prince était perdu dans les bois
what are those people doing,que font ces gens,que font ces gens
the elevator seems to be out of order,l'ascenseur semble être en panne,l'ascenseur semble être en panne
he worked hard to promote peace,il travailla dur à promouvoir la paix,il a travaillé dur pour jour de la paix
everybody is waiting for you,tout le monde t'attend,tout le monde vous attend
i cried when tom told me about that,j'ai pleuré quand tom m'a parlé de cela,j'ai pleuré lorsque tom m'a parlé
they didn't find the bomb,ils n'ont pas trouvé la bombe,ils n'ont pas trouvé la bombe
you should know better,tu devrais être plus avisé,vous devriez savoir
i'll bring you something to eat,je vous apporterai quelque chose à manger,je vous rendrai quelque chose à manger
be more flexible,sois davantage flexible,soyez plus élégant
even though there were many cookies on the dish i only ate three,bien qu'il restât de nombreux biscuits sur le plateau je n'en mangeai que trois,bien que ce soit il y avait de nombreuses biscuits que je n'ai mangé que trois fois
i can't let you go in there alone,je ne peux pas te laisser aller là dedans toute seule,je ne peux pas vous y aller seul là dedans
i didn't want you to miss your bus,je ne voulais pas que tu manques ton car,je ne voulais pas que tu me manques ton bus
it's like being in a candy store,c'est comme être dans un magasin de bonbons,c'est comme une salle de magazines
i wasn't offended by that,je ne m'en suis pas offusqué,je n'ai pas offensé par cela
you should be proud of yourselves,vous devriez être fières de vous,vous devriez être fière de vous
do you know how to get to our place,savez vous comment vous rendre chez nous,sais tu comment se rendre à notre endroit
don't litter,ne pas déverser d'immondices,ne vous faites pas
my sister wearing her favorite red coat went out today,ma sœur portant son manteau rouge favori est sortie aujourd'hui,ma sœur porte son manteau préférée
may i do that now,puis je faire cela maintenant ,puis je faire ça maintenant
you don't understand how worried i was about you,vous ne comprenez pas combien je me faisais de souci à votre sujet,vous ne comprenez pas combien j'étais inquiète
where did you go fishing,où êtes vous allées pêcher ,où êtes vous allés pêcher
i suppose anything's possible,je suppose que tout est possible,je suppose que c'est possible
there's something i want to try,il y a quelque chose que je veux tenter,il y a quelque chose que je veux essayer
they clung together for warmth,elles se cramponnèrent l'une à l'autre pour garder leur chaleur,ils se cramponnèrent l'un à l'autre pour garder leur chaleur
tom told mary that he'd go to boston in october,tom dit à marie qu'il allait à boston en octobre,tom a dit à mary qu'il allait à boston
you're very timid,vous êtes fort timide,vous êtes très élégant
tom likes skiing too,tom aussi aime skier,tom aime aussi skier
it's not at all typical,ce n'est pas du tout caractéristique,ce n'est pas tout ce qui est survenu
i feel guilty about having told a lie,je me sens coupable d'avoir menti,je me sens coupable d'avoir menti
you don't sound very surprised,à t'entendre tu n'as pas l'air fort surpris,vous ne semblez pas très surpris
tom who had been working all day wanted to have a rest,tom qui avait travaillé toute la journée voulait se reposer,tom était en train de travailler toute la journée
she got the money from him,elle reçut l'argent de lui,elle a eu l'argent de lui
make sure to back up all your files,assurez vous de sauvegarder tous vos fichiers,assurez vous de vous lever tous vos tout
don't rip me off,ne m'arnaque pas ,ne me fais pas de la tête
that would take all day,ça prendrait toute la journée,cela prendra toute la journée
i think my japanese is really bad,je pense que mon japonais est à chier,je pense que mon japonais est vraiment mauvais
tom fed the horse,tom donna à manger au cheval,tom a nourri le cheval
do you want some water,voulez vous de l'eau,voulez vous de l'eau
is tom still interested,tom est il toujours intéressé,tom est il toujours intéressé
whose shoes are these,à qui sont ces chaussures,à qui sont ces chaussures
is there anywhere you want to go,y a t il un endroit quelconque où tu veuilles te rendre,y a t il quelque part que vous vouliez y aller
the house is painted white,la maison est peinte en blanc,la maison est peint en blanc
he came to my rescue,il est venu à mon secours,il est venu à mon aide
we all stood up at once,nous nous sommes tous levés d'un seul homme,nous nous sommes toutes sortis immédiatement
she was not seriously injured,elle n'était pas sérieusement blessée,elle n'était pas sérieux
i don't need a ride,je n'ai pas besoin qu'on me conduise,je n'ai pas besoin d'être en train de me chercher
you will die,tu mourras,vous allez mourir
did tom fall,tom est il tombé,tom a t il été tomber
i go to the movies once a month,je vais au cinéma une fois par mois,je vais au cinéma une fois par mois
i want to learn to speak hawaiian so i can impress my girlfriend,je veux apprendre l'hawaïen comme ça je pourrais impressionner ma petite amie,je veux apprendre à cause de cette petite amie j'ai pu résoudre ma petite copine
you're rude,tu es grossière,vous êtes grossier
i just couldn't take it anymore,je n'en pouvais simplement plus,je ne pourrais simplement plus le prendre
there's a convenience store diagonally across the street,il y a un commerce de proximité à l'opposé de la rue en diagonale,il y a un magasin de voyage dans la rue
i'd be disappointed if i saw you doing that,je serais déçu de vous voir le faire,je serais déçu de vous voir cela
the police are questioning witnesses,la police interroge les témoins,la police est en train de faire des pieds
i missed my train,j'ai manqué mon train,j'ai raté mon train
i asked him where i could park my car,je lui ai demandé où je pourrais garer ma voiture,je lui ai demandé où je pourrais garer ma voiture
i didn't have much time so i just skimmed through the article,je n'avais pas beaucoup de temps j'ai donc juste parcouru l'article,je n'ai pas beaucoup de temps si je viens de faire partie de l'avion
somebody tried to kill me,quelqu'un a tenté de me tuer,quelqu'un a essayé de me tuer
i don't like being made a fool of,je n'aime pas qu'on me prenne pour un idiot,je n'aime pas être un idiot
we thought that you were married,nous pensions que vous étiez mariés,nous pensions que vous étiez marié
my wife harbors a deep seated resentment toward her father,ma femme nourrit un profond ressentiment à l'égard de son père,ma femme a grandi à cause de son père
he is a student,c'est un étudiant,c'est étudiant
have you taken your medicine yet,avez vous déjà pris votre médication ,as tu encore pris ta remède
it's not a matter of price,ce n'est pas une question de prix,ce n'est pas un prix de prix
my heart began to race,mon cœur commença à battre la chamade,mon cœur commença à la course
she is canadian,elle est canadienne,elle est canadienne
how tall you are,comme tu es grande ,quelle taille tu es
please put on your shoes,mets tes chaussures s'il te plaît,mets tes chaussures s'il vous plaît
they huddled together,elles se blottirent les unes contre les autres,ils se sont rencontrées les autres
