Phrase_a_traduire,Phrase_traduite,Sortie_modele
 <start> the bus stopped to pick up passengers . <end>, <start> le car s arreta prendre des passagers . <end>,le bus s arreta prendre des passagers . 
 <start> did you question them ? <end>, <start> les avez vous remis en question ? <end>,les avez vous remis en question ? 
 <start> your eyes are very beautiful . <end>, <start> tes yeux sont tres beaux . <end>,vos yeux sont tres belles . 
 <start> i just got here yesterday . <end>, <start> je viens d arriver hier . <end>,je viens d arriver hier . 
 <start> just ignore it . <end>, <start> tu n as qu a l ignorer ! <end>,n y prete simplement pas attention ! 
 <start> i made a few modifications . <end>, <start> j ai apporte quelques modifications . <end>,j ai quelques trucs . 
 <start> we know all about you . <end>, <start> nous savons tout a ton propos . <end>,nous savons tout de vous . 
 <start> you did the right thing . <end>, <start> tu as fait ce qu il fallait . <end>,tu as fait ce qu il fallait faire . 
 <start> that box is heavy . <end>, <start> cette boite est lourde . <end>,cette boite est lourde . 
 <start> he likes swimming in the summer . <end>, <start> il aime nager au cours de l ete . <end>,il aime nager dans l ete . 
 <start> we got there at the same time . <end>, <start> on est arrive en meme temps . <end>,nous y sommes arrives a la meme heure . 
 <start> i never wanted any of this to happen . <end>, <start> je n ai jamais voulu que survienne quoi que ce soit de ceci . <end>,je n ai jamais voulu que survienne quoi que ce soit de ceci se produise . 
 <start> i only have eyes for you . <end>, <start> je n ai d yeux que pour toi . <end>,je n ai d yeux que pour toi . 
 <start> you have a message . <end>, <start> vous avez un message . <end>,tu as un message . 
 <start> i ve never studied french grammar . <end>, <start> je n ai jamais etudie la grammaire francaise . <end>,je n ai jamais etudie la grammaire francaise de mer . 
 <start> she s a very interesting person . <end>, <start> c est une personne tres interessante . <end>,c est une personne tres interessante . 
 <start> how do you tell them apart ? <end>, <start> comment les distinguez vous ? <end>,comment les distingues tu ? 
 <start> i like where i live . <end>, <start> je me plais la ou je vis . <end>,j aime ou je vis . 
 <start> don t worry about your dog . i ll take care of him . <end>, <start> ne t en fais pas pour ton chien . je m occuperai de lui . <end>,ne te fais pas de souci a propos de ton chien . je m occuperai de lui . 
 <start> i d like a hug . <end>, <start> j aimerais un calin . <end>,j aimerais un calin . 
 <start> when did tom arrive ? <end>, <start> quand est ce que tom est arrive ? <end>,quand est il arrive ? 
 <start> i d like a map of the city . <end>, <start> je voudrais un plan de la ville . <end>,j aimerais une carte de la ville . 
 <start> say hello to your father for me . <end>, <start> saluez votre pere de ma part . <end>,dis bonjour a ton pere pour moi . 
 <start> i thought you d be alone . <end>, <start> j ai pense que vous seriez seuls . <end>,je pensais que tu serais seule . 
 <start> i m not used to talking to people i don t know . <end>, <start> je n ai pas pour habitude de parler a des gens que je ne connais pas . <end>,je ne suis pas habitue a discuter aux gens que je ne connais pas . 
 <start> i m awake . <end>, <start> je suis reveille . <end>,je suis reveille . 
 <start> the bellows are not working . <end>, <start> la sonnette ne fonctionne pas . <end>,la sonnette ne fonctionne pas . 
 <start> you re not listening ! <end>, <start> vous n ecoutez pas ! <end>,vous n ecoutez pas ! 
 <start> what if something went wrong ? <end>, <start> et si quelque chose clochait ? <end>,que dites quelque chose de travers ? 
 <start> i love the way you talk . <end>, <start> j adore la maniere que vous avez de parler . <end>,j adore ta facon de parler . 
 <start> we re all on the same team . <end>, <start> nous faisons tous partie de la meme equipe . <end>,nous sommes tous sur la meme equipe . 
 <start> cookie is a good name for a dog . <end>, <start> cookie est un bon nom pour un chien . <end>,cookie est un bon nom pour un chien . 
 <start> i ve checked the records . <end>, <start> j ai verifie les enregistrements . <end>,j ai verifie les enregistrements . 
 <start> i m going to teach you a lesson . <end>, <start> je vais te donner une lecon . <end>,je vais vous enseigner une lecon . 
 <start> he thanked me for coming . <end>, <start> il me remercia d etre venu . <end>,il me remercia d etre venu . 
 <start> he s not the brightest guy in the world . <end>, <start> ce n est pas une lumiere . <end>,il n est pas la personne la plus brillante au monde . 
 <start> make a circle and hold hands . <end>, <start> faites un cercle et tenez vous la main . <end>,faites en revue la main ! 
 <start> he sneaked around to the back door . <end>, <start> il se faufila jusqu a la porte de derriere . <end>,il se faufila jusqu a l arriere de derriere . 
 <start> when does the restaurant open ? <end>, <start> quand le restaurant ouvre t il ? <end>,quand le restaurant ouvre t il ? 
 <start> you d be better off without me . <end>, <start> tu serais mieux sans moi . <end>,tu serais mieux sans moi . 
 <start> that was kind of rude . <end>, <start> c etait plutot grossier . <end>,c etait plutot grossier . 
 <start> she has a small house . <end>, <start> elle a une petite maison . <end>,elle a une petite maison . 
 <start> is it difficult to learn french ? <end>, <start> est il difficile d apprendre le francais ? <end>,est il difficile d apprendre le francais ? 
 <start> don t confuse astrology with astronomy . <end>, <start> ne confondez pas l astrologie avec l astronomie . <end>,ne confonds pas l astrologie avec l astronomie . 
 <start> am i right ? <end>, <start> suis je dans le vrai ? <end>,ai je raison ? 
 <start> is that not normal ? <end>, <start> n est ce pas normal ? <end>,n est ce pas normal ? 
 <start> i called him . <end>, <start> je l ai appele . <end>,je l ai appele . 
 <start> the sun is about to set . <end>, <start> le soleil va bientot se coucher . <end>,le soleil est sur le point de se coucher . 
 <start> tom introduced mary to his family . <end>, <start> tom presenta marie a sa famille . <end>,tom a presente marie a sa famille . 
 <start> you shouldn t read such useless books . <end>, <start> tu ne devrais pas lire de livres aussi inutiles . <end>,tu ne devrais pas lire de livres aussi inutiles . 
 <start> how is your dad ? <end>, <start> comment va votre papa ? <end>,comment va votre papa ? 
 <start> i didn t cheat . <end>, <start> je n ai pas copie . <end>,je n ai pas triche . 
 <start> what are some foods you usually eat with chopsticks ? <end>, <start> quels sont les aliments qu on mange habituellement avec des baguettes ? <end>,quels sont les aliments qu on mange habituellement avec des baguettes ? 
 <start> i called you . <end>, <start> je vous ai appelees . <end>,je t ai appele . 
 <start> it is still too early . <end>, <start> il est encore trop tot . <end>,il est encore trop tot . 
 <start> he no longer lives here . <end>, <start> il n habite plus ici . <end>,il ne vit plus ici . 
" <start> last year , i decided to come to japan . <end>", <start> j ai decide l annee derniere de venir au japon . <end>,j ai decide de venir au japon . 
 <start> are you hiding something ? <end>, <start> est ce que tu caches quelque chose ? <end>,etes vous en train de cacher quelque chose ? 
 <start> of all these cakes i like this one best . <end>," <start> de tous ces gateaux , c est celui la que je prefere . <end>","de toutes ces gateaux , c est celui la que je prefere . "
 <start> who are you talking to ? <end>, <start> a qui parlez vous ? <end>,a qui parles tu ? 
 <start> after reading his books i feel i can construct a house . <end>," <start> apres avoir lu ses livres , j ai le sentiment de pouvoir construire une maison . <end>",apres avoir lu ses livres que je ne peux pas supporter une maison . 
 <start> i forgave you a long time ago . <end>, <start> je t ai pardonne il y a longtemps . <end>,je vous ai pardonnes il y a longtemps . 
 <start> i can t drink any more beer . <end>, <start> je ne peux plus boire de biere . <end>,je ne peux boire plus de biere . 
 <start> i ve had a very busy morning . <end>, <start> j ai ete tres occupee toute la matinee . <end>,j ai ete tres occupe . 
 <start> i like having breakfast with you . <end>, <start> j aime prendre le petit dejeuner avec vous . <end>,j aime prendre le petit dejeuner avec toi . 
 <start> wait just a moment . <end>, <start> attends juste un instant ! <end>,attends juste un instant ! 
" <start> i d like a cup of coffee , please . <end>"," <start> j aimerais une tasse de cafe , s il te plait . <end>","j aimerais une tasse de cafe , je vous prie . "
 <start> i think this translation is incorrect . <end>, <start> je pense que cette traduction est incorrecte . <end>,je pense que cette traduction est incorrecte . 
 <start> what s your problem ? <end>, <start> quel genre de problemes as tu ? <end>,quel est ton probleme ? 
 <start> don t give me that look . <end>, <start> ne me jette pas ce regard ! <end>,ne me jetez pas ce regard ! 
 <start> you will soon get used to the change of climate . <end>, <start> tu vas bientot t habituer au changement de climat . <end>,tu t habitueras vite a changer de climat . 
 <start> she gave me a shy smile . <end>, <start> elle me fit un sourire timide . <end>,elle m a donne un sourire timide . 
 <start> can t we keep this between us ? <end>, <start> ne pouvons nous pas garder ca entre nous ? <end>,ne pouvons nous pas garder ca entre nous ? 
 <start> i beg your pardon ? <end>, <start> je vous demande pardon . <end>,je vous supplie de m pardonner ? 
 <start> i m not interested at all . <end>, <start> je ne suis pas du tout interessee . <end>,je ne suis pas du tout interessee . 
 <start> could we go faster ? i m late . <end>, <start> est ce qu on peut aller plus vite ? je suis en retard . <end>,pourrions nous aller plus vite ? je suis en retard . 
 <start> i would like to insure this package . <end>, <start> j aimerais assurer ce paquet . <end>,j aimerais assurer ce colis . 
" <start> one hot summer afternoon , john and dan were cutting the long grass . <end>"," <start> par une chaude apres midi d ete , tony , john et pip coupaient les hautes herbes . <end>","une chaude apres midi , tony , john et john etaient en toute l herbe long . "
 <start> we did it ! <end>, <start> nous avons reussi ! <end>,nous l avons fait ! 
 <start> i held on to the rope tightly so i wouldn t fall . <end>, <start> je me tins fermement a la corde de sorte que je ne tombe pas . <end>,je tins la corde fermement pour ne pas tomber . 
 <start> my parents are old . <end>, <start> mes parents sont vieux . <end>,mes parents sont vieux . 
 <start> i do remember the incident quite well . <end>, <start> je me souviens tres bien de l incident . <end>,je me souviens tres bien de l incident . 
 <start> i guess i have nothing to lose . <end>, <start> j imagine que je n ai rien a perdre . <end>,je suppose que je n ai rien a perdre . 
 <start> she didn t give me back my money . <end>, <start> elle ne m a pas rendu mon argent . <end>,elle ne m a pas rendu mon argent . 
 <start> i think i can come over this afternoon . <end>, <start> je pense que je peux passer cet apres midi . <end>,je pense pouvoir venir cet apres midi . 
 <start> i know all that . <end>, <start> je sais tout cela . <end>,je sais tout cela . 
 <start> the plane was late because of bad weather . <end>, <start> l avion fut en retard en raison du mauvais temps . <end>,l avion fut en retard en raison de mauvais temps . 
 <start> he asked a favor of me . <end>, <start> il m a demande une faveur . <end>,il m a demande une faveur . 
" <start> wherever you go , you ll be welcomed . <end>"," <start> ou que vous alliez , vous serez bienvenu . <end>","ou que vous alliez , vous serez bienvenues . "
 <start> you didn t scare me off . <end>, <start> tu ne m as pas fait fuir . <end>,tu ne m as pas fait fuir . 
 <start> you are morons . <end>, <start> vous etes des attardes mentaux . <end>,tu es des attardes mentaux . 
 <start> open your mouth ! <end>, <start> ouvrez la bouche ! <end>,ouvre la bouche ! 
 <start> i was alone in the classroom . <end>, <start> j etais seul dans la salle de classe . <end>,j etais seul dans la salle de classe . 
 <start> there are many tourists in town . <end>, <start> dans la ville il y a beaucoup de touristes . <end>,il y a beaucoup de touristes dans la ville . 
 <start> you don t seem to realize how serious this is . <end>, <start> tu ne sembles pas realiser a quel point ceci est serieux . <end>,vous ne semblez pas realiser a quel point ceci est serieux . 
 <start> i will go with you if necessary . <end>," <start> j irai avec toi , si necessaire . <end>","j irai avec toi , si necessaire . "
 <start> i think you need someone to talk to . <end>, <start> je pense que vous avez besoin de quelqu un a qui parler . <end>,je pense que vous avez besoin de quelqu un a qui parler . 
 <start> he wants to go to america . <end>, <start> il veut se rendre en amerique . <end>,il veut aller aux etats unis d amerique . 
 <start> tom didn t have to do this . <end>, <start> tom n avait pas a faire ca . <end>,tom n avait pas a faire ca . 
 <start> you will never defeat me ! <end>, <start> tu ne me battras jamais ! <end>,tu ne me battras jamais ! 
 <start> we re not perfect . <end>, <start> nous ne sommes pas parfaites . <end>,nous ne sommes pas parfaites . 
 <start> he was embarrassed . <end>, <start> il etait embarrasse . <end>,il etait embarrasse . 
 <start> do you want to go to the station with me ? <end>," <start> voulez vous venir , avec moi , jusqu a la gare ? <end>",voulez vous aller a la gare avec moi ? 
 <start> hands up ! this is a robbery . <end>, <start> haut les mains ! c est un hold up . <end>,les mains ont baisse . 
 <start> quite a few people came to the meeting yesterday . <end>, <start> pas mal de gens sont venus a la reunion hier . <end>,pas mal de gens sont venus a la reunion hier . 
 <start> we re not your enemy . <end>, <start> nous ne sommes pas tes ennemies . <end>,nous ne sommes pas vos ennemies . 
 <start> it is really time for us to go . <end>, <start> il est vraiment temps pour nous d y aller . <end>,il est vraiment l heure pour nous d y aller . 
 <start> my friend only eats organic food . <end>, <start> mon ami ne mange que de la nourriture bio . <end>,mon ami ne mange que de la nourriture bio . 
 <start> i prefer to eat alone . <end>, <start> je prefere manger seule . <end>,je prefere manger seule . 
 <start> you were great . <end>, <start> vous avez ete super . <end>,vous avez ete super . 
 <start> there s usually someone here . <end>, <start> il y a generalement quelqu un ici . <end>,il y a generalement quelqu un ici . 
 <start> it was worth every penny . <end>, <start> ca en valait chaque centime . <end>,ca en valait chaque centime . 
" <start> if it had not been for your advice , i could not have succeeded . <end>"," <start> sans vos conseils , je n aurais pas pu reussir . <end>","si ce n avait ete a cause de tes conseils , je n aurais pas pu reussir . "
 <start> you re very timid . <end>, <start> vous etes tres craintifs . <end>,tu es tres peureux . 
 <start> i do not think that she is at home . <end>, <start> je ne pense pas qu elle se trouve chez elle . <end>,je ne pense pas qu elle est de la maison . 
 <start> could you give an example ? <end>, <start> pourriez vous donner un exemple ? <end>,pourriez vous donner un exemple ? 
 <start> i like you very much . <end>, <start> je t aime beaucoup . <end>,je vous aime vraiment . 
 <start> do you mind if i sit ? <end>, <start> vois tu un inconvenient a ce que je m asseye ? <end>,voyez vous un inconvenient a ce que je m asseye ? 
 <start> did someone follow us here ? <end>, <start> quelqu un nous a t il suivis ici ? <end>,quelqu un nous a t il suivis ici ? 
 <start> i would like to be an english teacher . <end>, <start> j aimerais etre professeur d anglais . <end>,j aimerais etre professeur d anglais . 
 <start> she was anxious about his health . <end>, <start> elle etait preoccupee par sa sante . <end>,elle etait preoccupee par sa sante . 
 <start> do you know whose car that is ? <end>, <start> sais tu a qui est cette voiture ? <end>,savez vous qui est une voiture ? 
 <start> this is tom s knife . <end>, <start> c est le couteau de tom . <end>,c est le couteau de tom . 
 <start> it rained all day . <end>, <start> il plut toute la journee . <end>,il plut toute la journee . 
 <start> can you solve this problem ? <end>, <start> peux tu resoudre ce probleme ? <end>,peux tu resoudre ce probleme ? 
 <start> are you on crack ? <end>, <start> etes vous droguee au crack ? <end>,etes vous drogue au crack ? 
 <start> i don t want to cause you any trouble . <end>, <start> je ne veux pas vous causer d ennuis . <end>,je ne veux pas vous causer des soucis . 
" <start> i m not a university student , but i m brighter than them . <end>"," <start> je ne suis pas etudiant , mais je suis plus intelligent qu eux . <end>","je ne suis pas etudiant , mais je suis plus intelligent qu eux . "
 <start> tom tried to save mary . <end>, <start> tom a essaye de sauver mary . <end>,tom essaya de sauver mary . 
" <start> when my father came home , i was studying . <end>"," <start> quand mon pere est rentre , j etais en train d etudier . <end>","lorsque mon pere est rentre , j etais en train d etudier . "
 <start> what re you doing here ? <end>, <start> que faites vous la ? <end>,qu es tu en train de faire ici ? 
 <start> don t forget your coat . <end>, <start> n oublie pas ton manteau . <end>,n oublie pas ton manteau . 
 <start> the building that i saw was very large . <end>, <start> le batiment que je vis etait tres grand . <end>,le batiment que j ai vu etait tres grand . 
 <start> i am not concerned with this . <end>, <start> ceci m indiffere . <end>,je ne suis pas concerne par ca . 
 <start> i wouldn t go that far . <end>, <start> je n irais pas jusque la . <end>,je ne vais pas y aller . 
 <start> don t you remember my name ? <end>, <start> tu ne te souviens plus comment je m appelle ? <end>,ne te souviens tu pas de mon nom ? 
 <start> where do you usually eat lunch ? <end>," <start> ou est ce que tu dejeunes , d habitude ? <end>",ou manges tu normalement ? 
 <start> is this ladder strong enough to bear my weight ? <end>, <start> est ce que cette echelle est assez solide pour supporter mon poids ? <end>,est ce que cette echelle est assez solide pour supporter mon poids ? 
 <start> tom says that he s in love with mary . <end>, <start> tom dit qu il est amoureux de mary . <end>,tom dit qu il est amoureux de mary . 
 <start> i m very happy now . <end>, <start> je suis tres heureux maintenant . <end>,je suis tres heureux maintenant . 
 <start> you aren t likely to find that word in a dictionary that s this small . <end>, <start> il est improbable que vous trouviez ce mot dans un dictionnaire aussi petit . <end>,il est improbable que vous trouviez ce mot dans un dictionnaire aussi petit . 
 <start> you re the one who planted that tree . <end>, <start> vous etes celui qui a plante cet arbre . <end>,c est toi qui a plante cet arbre . 
 <start> we have enough water . <end>, <start> nous avons assez d eau . <end>,nous avons suffisamment d eau . 
 <start> are we alone in the universe ? <end>, <start> sommes nous seules dans l univers ? <end>,sommes nous seules dans l univers ? 
 <start> are you sure that you want to do this ? <end>, <start> es tu sur de vouloir faire ca ? <end>,es tu sure de vouloir faire ca ? 
 <start> i could fire you for that . <end>, <start> je pourrais vous renvoyer pour cela . <end>,je pourrais te virer pour ca . 
 <start> she s loved by her friends . <end>, <start> elle est aimee de ses amies . <end>,elle est aime de ses amies . 
 <start> tom s drunk . <end>, <start> tom est ivre . <end>,tom est ivre . 
 <start> does anyone know japanese ? <end>, <start> quiconque connait il le japonais ? <end>,quiconque connait il le japonais ? 
 <start> do you remember how we met ? <end>, <start> te rappelles tu comment nous nous sommes rencontres ? <end>,vous rappelez vous comment nous nous sommes rencontres ? 
 <start> when shall i return the book ? <end>, <start> quand dois je restituer le livre ? <end>,quand dois je restituer le livre ? 
 <start> have you read the book tom bought for you ? <end>, <start> as tu lu le livre que tom t a achete ? <end>,avez vous lu le livre que tom t a achete ? 
 <start> i want the two of you to quit arguing . <end>," <start> je veux que vous cessiez , toutes les deux , de vous disputer . <end>","je veux que vous cessiez , toutes les deux , de vous disputer . "
 <start> we have four french classes a week . <end>, <start> nous avons quatre cours de francais par semaine . <end>,nous avons quatre cours de francais par semaine . 
 <start> i d like to sit here for a moment . <end>, <start> j aimerais m assoir ici pendant un instant . <end>,j aimerais m asseoir ici un instant . 
" <start> if i were you , i d study harder . <end>"," <start> si j etais toi , je travaillerais avec davantage d application . <end>","si j etais toi , je travaillerais avec davantage d application . "
 <start> that s upsetting . <end>, <start> c est deplaisant . <end>,c est deplaisant . 
 <start> tom is swimming in the river . <end>, <start> tom nage dans la riviere . <end>,tom nage dans la riviere . 
 <start> i thought we were going to your place . <end>, <start> je pensais que nous allions chez toi . <end>,je pensais que nous allions chez nous . 
 <start> everywhere you look you can see children playing . <end>," <start> ou que tu regardes , tu peux voir des enfants jouer . <end>","ou que vous regardiez , vous pouvez voir des enfants jouer . "
 <start> weeds sprang up in the garden . <end>, <start> des mauvaises herbes ont pousse dans le jardin . <end>,les voyages humains du jardin . 
 <start> what are you going to do with it ? <end>, <start> qu allez vous en faire ? <end>,qu allez vous faire avec ca ? 
 <start> he disappeared into a dark corner at the back of the shop . <end>, <start> il disparut dans un coin sombre a l arriere du magasin . <end>,il a disparu dans un coin sombre a l arriere du magasin . 
 <start> you don t have to explain . <end>, <start> vous n etes pas obliges de fournir des explications . <end>,tu n es pas oblige de fournir des explications . 
 <start> i had dinner with a friend last night . <end>," <start> j ai soupe , hier au soir , avec une amie . <end>",j ai soupe avec une amie hier au soir . 
 <start> where s tom s card ? <end>, <start> ou est la carte de tom ? <end>,ou est la carte de tom ? 
 <start> i can t do anything until this project is done . <end>, <start> je ne peux rien faire tant que ce projet n est pas fini . <end>,je ne peux rien y faire avant que ce projet soit fait . 
 <start> watch out for the sparks that are flying out of the fireplace ! <end>, <start> attention aux braises qui sautent du foyer ! <end>,faites attention aux braises qui sautent du foyer ! 
 <start> i know you feel sad . <end>, <start> je sais que tu te sens triste . <end>,je sais que tu es triste . 
 <start> how can you be so sure of that ? <end>, <start> comment peux tu etre si sur de ca ? <end>,comment pouvez vous etre si surs de cela ? 
 <start> where are my glasses ? <end>, <start> ou sont mes lunettes ? <end>,ou sont mes lunettes ? 
 <start> i know you were born in boston . <end>, <start> je sais que tu es ne a boston . <end>,je sais que tu es nee a boston . 
 <start> we ve all seen it . <end>, <start> nous l avons tous vue . <end>,nous l avons toutes vue . 
 <start> tom got his nose pierced . <end>, <start> tom s est fait percer le nez . <end>,tom s est fait percer le nez . 
 <start> do you remember the time we went to paris ? <end>, <start> vous souvenez vous de l epoque ou nous sommes allees a paris ? <end>,vous souvenez vous de l epoque ou nous sommes alles a paris ? 
 <start> she didn t tell me the truth . <end>, <start> elle ne m a pas dit la verite . <end>,elle ne m a pas dit la verite . 
 <start> tom claims he knows nothing about mary . <end>, <start> tom affirme ne rien savoir a propos de marie . <end>,tom pretend ne rien savoir a propos de marie . 
 <start> he promised to marry her . <end>, <start> il promit de l epouser . <end>,il a promis de l epouser . 
 <start> i m feeling stressed . <end>, <start> je me sens stresse . <end>,je me sens stressee . 
 <start> foreigners often feel unwelcome here . <end>, <start> les etrangers se sentent souvent de trop ici . <end>,les etrangers se disputent souvent ici . 
 <start> they d find a way to do whatever they want to do anyway . <end>," <start> elles trouveraient moyen de faire ce qu elles veulent , de toutes manieres . <end>","ils trouveraient moyen de faire quoi qu ils veulent , tout de suite . "
" <start> if you can t explain it easily , you don t yet understand it . <end>"," <start> si vous ne savez pas facilement l expliquer , c est que vous ne le comprenez pas encore . <end>","si vous ne pouvez pas facilement l expliquer , vous ne le pensez pas encore . "
 <start> i saw him sawing a tree . <end>, <start> je l ai vu en train de scier un arbre . <end>,je l ai vu en train de scier un arbre . 
 <start> i can hear you loud and clear . <end>, <start> je t entends tres bien . <end>,je peux t entendre tres bien . 
 <start> he studied hard . <end>, <start> il etudia avec application . <end>,il a etudie dur . 
 <start> it s possible that they haven t seen each other s faces . <end>, <start> il se peut qu ils n aient pas vu le visage l un de l autre . <end>,il est possible qu ils n aient pas vu l autre que l autre . 
 <start> can i open my eyes now ? <end>, <start> je peux ouvrir les yeux maintenant ? <end>,puis je ouvrir les yeux maintenant ? 
 <start> the water began to boil . <end>, <start> l eau se mit a bouillir . <end>,l eau se mit a bouillir . 
 <start> how i ve missed you ! <end>, <start> comme tu m as manque ! <end>,comment j ai loupe ! 
 <start> tom isn t good at math . <end>, <start> tom n est pas bon en maths . <end>,tom n est pas doue en math . 
 <start> the fishermen took photos of their catch . <end>, <start> les pecheurs prirent des photos de leur prise . <end>,les pecheurs prirent des photos de leur prise . 
 <start> i worked all this week . <end>, <start> cette semaine j ai travaille tout le temps . <end>,j ai travaille toute cette semaine . 
 <start> i just did it . <end>, <start> je viens de le faire . <end>,je n ai fait que ca . 
 <start> i feel better . <end>, <start> je me sens mieux . <end>,je me sens mieux . 
 <start> get out of the water . <end>, <start> sors de l eau ! <end>,sortez de l eau ! 
" <start> i m sorry , i don t recognize you . <end>"," <start> je suis desole , je ne vous remets pas . <end>","je suis desole , je ne vous remets pas . "
 <start> i had to swerve to avoid hitting the dog . <end>, <start> j ai du faire une embardee pour eviter de heurter le chien . <end>,j ai du faire une embardee pour eviter de heurter le chien . 
 <start> he likes reading books . <end>, <start> il aime lire des livres . <end>,il aime lire des livres . 
 <start> why am i not surprised ? <end>, <start> pourquoi cela ne me surprend il pas ? <end>,pourquoi suis je surprise ? 
 <start> i thought you d be grateful . <end>, <start> je pensais que vous seriez reconnaissant . <end>,je pensais que tu serais reconnaissant . 
 <start> he may have told a lie . <end>, <start> peut etre a t il menti . <end>,il a peut etre menti a un mensonge . 
 <start> i will give you a call as soon as i get home . <end>, <start> je vous appellerai des mon retour a la maison . <end>,je t appellerai des que j arrive a la maison . 
 <start> he did not know what to say . <end>, <start> il ne savait quoi dire . <end>,il ne savait pas quoi dire . 
 <start> i stayed longer than i thought i would . <end>, <start> je suis reste plus longtemps que je ne pensais . <end>,je suis restee plus longtemps que je ne pensais . 
 <start> i m sure you would have done the same for me . <end>, <start> je suis sur que tu aurais fait la meme chose pour moi . <end>,je suis sure que tu aurais fait du meme pour moi . 
 <start> neither of them looks busy . <end>, <start> aucune d entre elles n a l air occupee . <end>,aucun d eux ne semble occupe . 
 <start> we have room for three more . <end>, <start> nous avons de la place pour trois autres . <end>,nous avons de la place pour trois autres . 
 <start> this tea is really sweet . <end>, <start> ce the est vraiment sucre . <end>,ce the est vraiment sucre . 
 <start> how is your weekend going so far ? <end>, <start> comment votre week end se deroule t il jusqu a present ? <end>,comment se deroule votre week end jusqu a present ? 
 <start> you can t judge a book by its cover . <end>, <start> on ne peut pas juger un livre sur sa couverture . <end>,tu ne peux pas juger un livre a sa reliure . 
 <start> are you having dinner ? <end>, <start> es tu en train de dejeuner ? <end>,etes vous en train de diner ? 
 <start> that car belongs in a museum . <end>, <start> la voiture devrait etre dans un musee . <end>,cette voiture est dans un musee . 
 <start> i need to keep moving . <end>, <start> je dois continuer a avancer . <end>,il me faut continuer a avancer . 
 <start> i fell . <end>, <start> je suis tombee . <end>,je suis tombee . 
 <start> he was elected chairman . <end>, <start> il a ete elu president . <end>,il a ete elu president . 
 <start> i m not the jealous type . <end>, <start> je ne suis pas du genre jaloux . <end>,je ne suis pas le genre jaloux . 
 <start> tom never helps me . <end>, <start> tom ne m aide jamais . <end>,tom ne m aide jamais . 
 <start> now he has nothing to live for . <end>, <start> il n a maintenant plus de moyens de subsistance . <end>,il n a pas de moyens a subsistance . 
 <start> do you have a hobby ? <end>, <start> avez vous un passe temps ? <end>,avez vous un passe temps ? 
 <start> he is working in the field of biology . <end>, <start> il travaille dans le domaine de la biologie . <end>,il travaille dans le domaine de la biologie . 
 <start> the walls were painted light brown . <end>, <start> les murs etaient peints de couleur bistre . <end>,les murs etaient peints de couleur sable . 
 <start> i forgave you a long time ago . <end>, <start> je vous ai pardonnees il y a longtemps . <end>,je vous ai pardonnes il y a longtemps . 
 <start> many cancer patients lose their hair because of chemotherapy . <end>, <start> de nombreux patients atteints du cancer perdent leurs cheveux a cause de la chimiotherapie . <end>,de nombreux patients atteints du cancer perdent leurs cheveux a cause de la chimiotherapie . 
" <start> if you don t water the plants , they will wither . <end>"," <start> si tu n arroses pas les plantes , elles vont se fletrir . <end>","si tu n arroses pas les plantes , elles vont se sont candidat . "
 <start> are both of you still single ? <end>, <start> etes vous tous les deux celibataires ? <end>,etes vous tous deux celibataires ? 
 <start> i want to be an actor . <end>, <start> je veux etre actrice . <end>,je veux etre actrice . 
 <start> that sounds very important . <end>, <start> ca semble tres important . <end>,ca a l air tres important . 
 <start> no kidding ? <end>, <start> vraiment ? <end>,rien ? 
 <start> you can trust him . he ll never betray you . <end>, <start> tu peux lui faire confiance . il ne te trahira jamais . <end>,vous pouvez vous fier a lui . il ne vous trahira jamais . 
 <start> you re the only person that i can trust . <end>, <start> tu es la seule personne sur qui je puisse compter . <end>,tu es la seule personne que je puisse faire confiance . 
 <start> you re not as good as you think you are . <end>, <start> vous n etes pas aussi bon que vous pensez l etre . <end>,vous n etes pas aussi bonne que vous pensez l etre . 
 <start> did you have a good weekend ? <end>, <start> avez vous passe un bon week end ? <end>,avez vous passe un bon weekend ? 
 <start> how many friends do you have in boston ? <end>, <start> combien as tu d amis a boston ? <end>,combien avez vous de amis a boston ? 
 <start> i don t see anything strange . <end>, <start> je ne vois rien d etrange . <end>,je ne vois pas d etrange . 
 <start> this book has a lot of pictures . <end>, <start> ce livre a beaucoup d images . <end>,ce livre a beaucoup d images . 
 <start> this is a beautiful house . <end>, <start> c est une belle maison . <end>,c est une belle maison . 
 <start> i ran into an old friend at tokyo station . <end>, <start> j ai rencontre par hasard un vieil ami a la gare de tokyo . <end>,je suis tombe sur un vieil ami a la gare de tokyo . 
 <start> there s no need to hurry . <end>, <start> il n est pas necessaire de se depecher . <end>,il n est pas necessaire de se presser . 
 <start> have you heard the news yet ? <end>, <start> as tu deja entendu les informations ? <end>,avez vous deja entendu les informations ? 
 <start> all our children go to school in boston . <end>, <start> tous nos enfants vont a l ecole a boston . <end>,tous nos enfants se rendent a l ecole a boston . 
 <start> i need to find something to cut this with . <end>, <start> il me faut trouver quelque chose pour couper ceci . <end>,il me faut trouver quelque chose pour couper ceci . 
 <start> we have no need for assistance . <end>, <start> nous n avons pas besoin d aide . <end>,nous n avons pas besoin d aide . 
 <start> i am older than him . <end>, <start> je suis plus vieux que lui . <end>,je suis plus vieux que lui . 
 <start> i didn t mean to confuse him . <end>, <start> je ne voulais pas l embrouiller . <end>,je n avais pas l intention de l embrouiller . 
