Phrase_a_traduire,Phrase_traduite,Sortie_modele
 <start> i m entitled to my own opinion . <end>, <start> je suis en droit a ma propre opinion . <end>,je suis en droit a mon propre opinion . 
 <start> it s difficult to understand his ideas . <end>, <start> il est difficile de comprendre ses idees . <end>,il est difficile de comprendre ses idees . 
 <start> they said it s ok . <end>, <start> elles ont dit que c etait d accord . <end>,ils ont dit que ca convenait . 
 <start> the whole country was covered with snow . <end>, <start> le pays en entier etait couvert de neige . <end>,tout le pays etait couvert de neige . 
 <start> where are you living ? <end>, <start> ou vis tu ? <end>,ou vis tu ? 
 <start> try these shoes on and see if they fit you . <end>, <start> essaie ces souliers et vois s ils te vont . <end>,essaie ces chaussures et vois si elles te vont . 
" <start> if you can t fix the pipe , we ll have to call a plumber . <end>"," <start> si tu ne peux pas reparer la tuyauterie , nous devrons appeler un plombier . <end>","si vous ne pouvez pas purger la grue , nous devrez appeler un plombier . "
 <start> she gave me a pretty doll . <end>, <start> elle m a donne une jolie poupee . <end>,elle m a donne une jolie poupee . 
 <start> i usually eat out . <end>," <start> d ordinaire , je mange a l exterieur . <end>",je mange d habitude dehors . 
 <start> i had a glass of beer to quench my thirst . <end>, <start> j eus un verre de biere pour etancher ma soif . <end>,j ai eu un verre de biere pour m occuper de mes reves . 
 <start> i love spring . <end>, <start> j adore le printemps . <end>,j adore le printemps . 
 <start> you need to press the button . <end>, <start> il vous faut appuyer sur le bouton . <end>,il te faut appuyer sur le bouton . 
" <start> you understand , right ? <end>"," <start> tu comprends , n est ce pas ? <end>","tu comprends , n est ce pas ? "
 <start> this fashion has had its day . <end>, <start> cette mode est surannee . <end>,cette mode a connu de beaux jours . 
" <start> hurry up , and you ll catch the bus . <end>", <start> si tu te depeches tu attraperas le bus . <end>,depeche toi et tu attraperas le bus . 
 <start> are you still sleepy ? <end>, <start> etes vous encore endormies ? <end>,avez vous encore sommeil ? 
 <start> we can t attend . <end>, <start> nous ne pouvons y assister . <end>,nous ne pouvons pas etre present . 
 <start> tom couldn t tell mary what he d seen . <end>, <start> tom ne pouvait pas dire a mary ce qu il avait vu . <end>,tom ne pouvait pas dire a mary ce qu il avait vu . 
 <start> you re no longer welcome in my house . <end>, <start> vous n etes plus les bienvenues chez moi . <end>,tu n es plus la bienvenue chez moi . 
 <start> the boy got lost in the forest . <end>, <start> le garcon se perdit dans la foret . <end>,le garcon se perdit dans la foret . 
 <start> i play piano . <end>, <start> je joue du piano . <end>,je joue du piano . 
 <start> are you a natural blonde ? <end>, <start> es tu une blonde naturelle ? <end>,etes vous une blonde naturelle ? 
 <start> i thought you might like some company . <end>, <start> j ai pense que vous apprecieriez peut etre de la compagnie . <end>,je pensais que tu apprecierais peut etre de la compagnie . 
 <start> put some clothes on . <end>, <start> vets toi ! <end>,mettez des vetements ! 
 <start> i can stay . <end>, <start> je peux rester . <end>,je peux rester . 
 <start> it rained yesterday evening . <end>, <start> hier soir il pleuvait . <end>,hier soir il pleuvait . 
" <start> once upon a time , there lived a beautiful princess . <end>", <start> il etait une fois une belle princesse . <end>,il etait une fois une grande princesse . 
 <start> i m not allowed to help you . <end>, <start> je ne suis pas autorisee a vous aider . <end>,je ne suis pas autorise a vous aider . 
 <start> what do you need ? <end>, <start> de quoi avez vous besoin ? <end>,qu avez vous besoin de besoin ? 
 <start> i can t figure out anything . <end>, <start> je n arrive pas a determiner quoi que ce soit . <end>,je ne peux rien comprendre . 
 <start> the widow was dressed in black . <end>, <start> la veuve etait vetue de noir . <end>,la veuve etait vetue de noir . 
 <start> mary invested in the stock because the financial advisor fooled her . <end>, <start> marie a investi dans ces actions parce que le conseiller financier l a bernee . <end>,marie a investi dans la palissade parce que la foire financier l a bernee . 
 <start> she thanked him for his help . <end>, <start> elle le remercia pour son assistance . <end>,elle l a remercie pour son assistance . 
 <start> i m not very good at it . <end>, <start> je n y suis pas tres bon . <end>,je ne suis pas tres bon la dedans . 
 <start> my sister was a beautiful woman . <end>, <start> ma s ur etait une tres belle femme . <end>,ma s ur etait une belle femme . 
 <start> i m very disappointed in you . <end>, <start> vous me decevez beaucoup . <end>,je suis tres decu par toi . 
 <start> feel this . it s really soft . <end>, <start> sentez ca ! c est vraiment doux . <end>,sentez ca ! c est vraiment doux . 
 <start> we live in the united states . <end>, <start> nous vivons aux etats unis . <end>,nous vivons aux etats unis d amerique . 
 <start> he was wearing a long black coat that reached almost to his ankles . <end>, <start> il portait un long manteau noir qui arrivait presque a ses chevilles . <end>,il portait un long manteau noir qui arrivait jusqu a ses chevilles . 
 <start> tom lives all alone in the woods . <end>, <start> tom vit tout seul dans les bois . <end>,tom vit tout seul dans les bois . 
 <start> i forgot to tell you something . <end>, <start> j ai oublie de te dire quelque chose . <end>,j ai oublie de te dire quelque chose . 
" <start> it seems like yesterday , but it s actually nearly ten years since we first met . <end>"," <start> j ai l impression que c etait hier , mais en fait , nous nous sommes rencontres il y a presque ans . <end>","il semble etre en fait hier , mais en fait nous sommes rencontres pour la premiere fois . "
 <start> a dna test showed he was innocent . <end>, <start> un test a . d . n . prouva son innocence . <end>,un test adn se declara innocent . 
 <start> many americans wanted a gold standard . <end>, <start> de nombreux etasuniens voulaient un etalon or . <end>,de nombreux etasuniens voulaient un etalon or . 
" <start> we re here , too . <end>", <start> nous aussi nous sommes la . <end>,nous sommes ici aussi . 
 <start> is this what you want ? <end>, <start> est ce la ce que vous voulez ? <end>,est ce ce que tu veux ? 
 <start> what a bargain ! <end>, <start> quelle bonne affaire ! <end>,quelle affaire ! 
 <start> do your parents know about this ? <end>, <start> est ce que vos parents savent ca ? <end>,tes parents savent ils ceci ? 
 <start> she unbuttoned her shirt . <end>, <start> elle a deboutonne sa chemise . <end>,elle a deboutonne sa chemise . 
 <start> is it always this cold ? <end>, <start> fait il toujours froid comme ca ? <end>,est ce toujours aussi froid ? 
 <start> why are you so interested in him ? <end>, <start> pourquoi lui portes tu autant d interet ? <end>,pourquoi lui portes tu autant de lui ? 
 <start> i just need a minute . <end>, <start> j ai juste besoin d une minute . <end>,j ai juste besoin d une minute . 
 <start> i don t think that she will come . <end>, <start> je ne pense pas qu elle viendra . <end>,je ne pense pas qu elle viendra . 
 <start> it s the largest in the world . <end>, <start> c est le plus grand du monde . <end>,c est le plus le plus le monde . 
 <start> i told you i didn t do it . <end>, <start> je vous ai dit que je ne l avais pas fait . <end>,je t ai dit que je ne l ai pas fait . 
 <start> you have no life . <end>, <start> vous n avez pas de vie . <end>,tu n as pas de vie . 
 <start> you re so cute together . <end>, <start> vous etes si mignons ensemble . <end>,vous etes si mignons ensemble . 
 <start> do your best in anything you do . <end>, <start> fais de ton mieux dans tout ce que tu fais . <end>,faites de votre mieux dans ce que vous faites . 
 <start> i m not your servant . <end>, <start> je ne suis pas ton serviteur . <end>,je ne suis pas votre serviteur . 
 <start> drop it ! <end>, <start> laissez tomber ! <end>,laissez tomber ! 
 <start> i got there ahead of time . <end>, <start> j y suis arrive en avance . <end>,j y suis arrive en avance . 
 <start> the days are getting warmer and warmer . <end>, <start> les jours sont plus en plus chauds . <end>,les jours sont plus en plus chauds . 
 <start> i was just going to call a cab . <end>, <start> je m appretais a appeler un taxi . <end>,j essayais juste de appeler un taxi . 
 <start> she s always busy on weekdays . <end>, <start> elle est toujours occupee en semaine . <end>,elle est toujours occupee en semaine . 
 <start> he bought a new pair of shoes . <end>, <start> il a achete une nouvelle paire de chaussures . <end>,il acheta une nouvelle paire de chaussures . 
 <start> these shoes fit my feet . <end>, <start> ces chaussures vont a mon pied . <end>,ces chaussures sont bonnes . 
 <start> he quickly scanned the page for the word he was looking for . <end>, <start> il parcourut rapidement la page pour trouver le mot qu il cherchait . <end>,il parcourut rapidement la page pour trouver ce mot qu il cherchait . 
" <start> tom is persistent , isn t he ? <end>"," <start> tom est persistant , n est ce pas ? <end>","tom est persistant , n est ce pas ? "
 <start> this tree is older than i am . <end>, <start> cet arbre est plus vieux que moi . <end>,cet arbre est plus vieux que moi . 
 <start> a minute has sixty seconds . <end>, <start> une minute comprend soixante secondes . <end>,une minute comprend soixante secondes . 
 <start> i got home first . <end>, <start> je suis rentre le premier a la maison . <end>,je suis rentre a la maison . 
 <start> may i open the box ? <end>, <start> puis je ouvrir la boite ? <end>,puis je ouvrir la boite ? 
 <start> i baked it this morning . <end>, <start> je l ai cuite ce matin . <end>,je l ai cuite ce matin . 
 <start> chinese characters are difficult to read . <end>, <start> les ideogrammes chinois sont difficiles a lire . <end>,les ideogrammes chinois sont difficiles a lire . 
 <start> have you sold it yet ? <end>, <start> l as tu deja vendue ? <end>,l as tu vendu ? 
 <start> we were friends . <end>, <start> nous etions amis . <end>,nous etions amies . 
 <start> we must wait . <end>, <start> il nous faut attendre . <end>,nous devons attendre . 
 <start> the doctor cured her of her disease . <end>, <start> le medecin la guerit de son mal . <end>,le medecin la guerit de sa maladie . 
 <start> this is a big deal . <end>, <start> c est une grosse affaire . <end>,c est une grosse affaire . 
" <start> he is not fond of sports , and i am not either . <end>", <start> il n aime pas le sport . moi non plus . <end>,il n aime plus le sport . moi non plus . 
 <start> i worked hard . <end>, <start> je travaillais dur . <end>,j ai travaille dur . 
 <start> i never said this job would be easy . <end>, <start> je n ai jamais dit que ce travail serait facile . <end>,je n ai jamais dit ce travail . 
 <start> i don t feel like doing it today . <end>, <start> je n ai pas envie de le faire aujourd hui . <end>,je n ai pas envie de le faire aujourd hui . 
 <start> she was killed in an automobile accident . <end>, <start> elle fut tuee dans un accident automobile . <end>,elle a ete tue dans un accident de voiture . 
 <start> she declined to say more about it . <end>, <start> elle refusa d en dire davantage . <end>,elle a refuse de dire plus en moins . 
 <start> be on time . <end>, <start> sois a l heure . <end>,sois a l heure ! 
 <start> you re no different . <end>, <start> tu n es pas differente . <end>,tu n es pas different . 
 <start> don t you love me anymore ? <end>, <start> tu ne m aimes plus ? <end>,ne m aimes tu plus ? 
 <start> tom told me i was the one he wanted to talk to . <end>, <start> tom m a dit que j etais celle a qui il voulait parler . <end>,tom m a dit que j etais celui a tom . 
 <start> i m flabbergasted . <end>, <start> je suis sidere . <end>,je suis sidere . 
" <start> in front of the university , there are some bookstores . <end>"," <start> en face de l universite , il y a quelques librairies . <end>","en face de l universite , il y a quelques librairies . "
 <start> i love you more than ever . <end>, <start> je t aime plus que jamais . <end>,je vous aime plus que jamais . 
 <start> are you sure you re warm enough ? <end>, <start> etes vous sure d avoir assez chaud ? <end>,es tu sure d avoir assez chaud ? 
 <start> it wasn t until yesterday that i heard the news . <end>, <start> ce n est que depuis hier que j ai entendu les infos . <end>,ce n est que depuis hier que j ai appris la nouvelle . 
 <start> he s not my cousin . <end>, <start> ce n est pas mon cousin . <end>,il n est pas mon cousin . 
 <start> i don t yet know what we re supposed to do . <end>, <start> je ne sais pas encore ce que nous sommes supposees faire . <end>,je ne sais pas encore ce que nous sommes supposees faire . 
 <start> he led his men and horses over snowy mountains and down into hot valleys . <end>, <start> il conduisit ses hommes et leurs chevaux sur des montagnes enneigees et au fond de chaudes vallees . <end>,il conduisit ses nombreux deux et leurs chevaux sur des montagnes enneigees et en chaudes vallees . 
 <start> the old woman climbed the stairs with difficulty . <end>, <start> la vieille femme monta les escaliers avec difficulte . <end>,la vieille dame monta les escaliers avec difficulte . 
 <start> i m ambitious . <end>, <start> je suis ambitieux . <end>,je suis ambitieux . 
 <start> i want you to get some rest . <end>, <start> je veux que vous preniez du repos . <end>,je veux que vous preniez du repos . 
 <start> you don t sound very optimistic . <end>," <start> a t entendre , tu n as pas l air tres optimiste . <end>","a vous entendre , vous n avez pas l air tres optimiste . "
" <start> if you need my advice , i d be glad to give it to you . <end>"," <start> si vous aviez besoin de mes conseils , je serais ravi de vous les apporter . <end>","si vous avez besoin de mes conseils , je serais ravi de vous en faire . "
 <start> tom has blue eyes . <end>, <start> tom a les yeux bleus . <end>,tom a les yeux bleus . 
 <start> we still have a ways to go . <end>, <start> nous avons encore beaucoup de chemin a parcourir . <end>,nous avons encore beaucoup de chemin a parcourir . 
 <start> i must make an apology to her . <end>, <start> je dois lui presenter mes excuses . <end>,je dois lui presenter mes excuses . 
 <start> i used to work in an electronics store . <end>, <start> je travaillais dans un magasin d electronique . <end>,j avais l habitude de travailler dans un magasin d electronique . 
 <start> i can t do it today . <end>, <start> je ne peux le faire aujourd hui . <end>,je ne peux le faire aujourd hui . 
 <start> they said that contact with the plane had been lost . <end>, <start> ils dirent que le contact avec l avion avait ete perdu . <end>,ils ont dit que la livraison etait perdue . 
 <start> don t get sidetracked . <end>, <start> ne te laisse pas divertir . <end>,ne te laisse pas divertir . 
 <start> six o clock will suit me very well . <end>, <start> six heures me conviendrait tres bien . <end>,six heures conviendra tres bien . 
 <start> they all stopped . <end>, <start> elles ont toutes arrete . <end>,elles ont toutes arrete . 
 <start> he was unconscious of his guilt . <end>, <start> il etait inconscient de sa culpabilite . <end>,il etait inconscient de sa culpabilite . 
 <start> he will survive . <end>, <start> il survivra . <end>,il survivra . 
" <start> at last , he solved the problem . <end>", <start> il a fini par resoudre le probleme . <end>,il a enfin resolu le probleme . 
 <start> he negotiated a lower price with the real estate agent . <end>, <start> il negocia un prix inferieur avec l agent immobilier . <end>,il a negocie un prix inferieur avec l agent de vrai taille . 
 <start> i almost forgot . <end>, <start> j ai presque oublie . <end>,j ai presque oublie . 
 <start> i ll go back to boston . <end>, <start> je retournerai a boston . <end>,je reviendrai jusqu a boston . 
 <start> i m stunned . <end>, <start> je suis sidere . <end>,je suis sidere . 
 <start> is your room clean ? <end>, <start> ta chambre est elle propre ? <end>,ta chambre est elle propre ? 
 <start> i didn t understand any of that . <end>, <start> je n en compris rien . <end>,je n en compris rien . 
 <start> he won t tell me what happened . <end>, <start> il refuse de me dire ce qui est arrive . <end>,il ne me dira pas ce qui est arrive . 
 <start> i must be blind . <end>, <start> faut il que sois aveugle ! <end>,il me faut etre myope . 
 <start> what do you want to do after you graduate ? <end>, <start> que voulez vous faire apres que vous aurez ete diplomees ? <end>,que veux tu faire apres que tu auras ete diplome ? 
" <start> currently , he s our best batter . <end>"," <start> actuellement , c est notre meilleur batteur . <end>","actuellement , c est notre meilleur batteur . "
 <start> is this book yours ? <end>, <start> ce livre est il a toi ? <end>,est ce que ce livre est a toi ? 
" <start> judging from the look of the sky , it will clear up in the afternoon . <end>"," <start> au vu du ciel , le temps se degagera dans l apres midi . <end>","a en juger par l aspect du ciel , il se degagera dans l apres midi . "
" <start> i m sorry , but i can t answer right away . <end>"," <start> je suis desole , mais je ne peux repondre sur le champ . <end>",je suis desole mais je ne peux pas repondre tout de suite . 
 <start> the only person who doesn t seem to understand is you . <end>," <start> la seule personne qui ne semble pas comprendre , c est toi . <end>",la seule personne ne semble pas te comprendre . 
 <start> they agreed to start early . <end>, <start> elles se mirent d accord pour commencer tot . <end>,ils s accorderent pour commencer tot . 
" <start> every time i go to his house , he is out . <end>"," <start> chaque fois que je vais chez lui , il n est pas la . <end>","chaque fois que je vais a sa maison , il est absent . "
 <start> i finally found the solution to the problem . <end>, <start> j ai finalement trouve la solution au probleme . <end>,j ai enfin trouve la solution au probleme . 
 <start> will this satisfy you ? <end>, <start> cela vous satisfera t il ? <end>,cela vous satisfera t il ? 
 <start> let s take a group picture . <end>, <start> prenons une photo de groupe . <end>,prenons une photo de groupe . 
 <start> i can t find what i want . <end>, <start> je ne trouve pas ce que je veux . <end>,je ne peux pas trouver ce que je veux . 
 <start> what for ? <end>, <start> pour quoi faire ? <end>,a quoi bon ? 
 <start> it s not easy . <end>, <start> ce n est pas facile . <end>,ce n est pas facile . 
 <start> you d better tell him the truth . <end>, <start> vous feriez mieux de lui dire la verite . <end>,tu ferais mieux de lui dire la verite . 
 <start> she removed the papers from the desk . <end>, <start> elle retira les papiers du bureau . <end>,elle retira les papiers du bureau . 
 <start> i usually don t wear a watch . <end>, <start> je ne porte generalement pas de montre . <end>,je ne porte generalement pas de montre . 
 <start> my favorite dance is the tango . <end>," <start> ma danse preferee , c est le tango . <end>","ma danse favori , c est le tango . "
 <start> tom is the kind of man you can trust . <end>, <start> tom est le genre de personne que tu peux croire . <end>,tom est le genre de personne vous pouvez vous fier . 
 <start> were you one of them ? <end>, <start> etiez vous l un d entre eux ? <end>,etiez vous l un d entre eux ? 
 <start> does this look familiar to you ? <end>, <start> cela vous semble t il familier ? <end>,est ce que ca te connait ? 
 <start> does that suit you ? <end>, <start> est ce que ca te convient ? <end>,cela te convient il ? 
 <start> we ve made a thorough search . <end>, <start> nous avons fait une recherche minutieuse . <end>,nous avons fait une recherche minutieuse . 
 <start> sometimes i get jealous . <end>," <start> parfois , je me mets a etre jaloux . <end>","parfois , je me mets a etre jaloux . "
 <start> have you already read this book ? <end>, <start> as tu deja lu ce livre ? <end>,avez vous deja lu ce livre ? 
 <start> i don t remember doing that . <end>, <start> je ne me rappelle pas avoir fait ca . <end>,je ne me rappelle pas avoir fait ca . 
" <start> which is the capital of the united states , washington or new york ? <end>", <start> la capitale des etats unis est washington ou bien new york ? <end>,"lequel est la capitale des etats unis , les choux a new york ? "
 <start> i m not married to tom anymore . <end>, <start> je ne suis plus mariee avec tom . <end>,je ne suis plus mariee avec tom . 
 <start> we want to help . <end>, <start> nous voulons aider . <end>,nous voulons aider . 
 <start> you re going to have to deal with that . <end>, <start> vous devrez etre confrontes a ca . <end>,il va falloir cela . 
 <start> tom wanted to die . <end>, <start> tom desirait mourir . <end>,tom voulait mourir . 
 <start> tom doesn t know whether mary will come by car or by bicycle . <end>, <start> tom ne sait pas si marie va venir en voiture ou en velo . <end>,tom ne sait pas si mary ira en voiture ou en velo . 
 <start> it s so good to finally meet you . <end>, <start> il est si bon de finalement te rencontrer . <end>,il est si bon de finalement vous rencontrer . 
 <start> i believe what he says . <end>, <start> je crois a ce qu il dit . <end>,je crois que ce qu il dit . 
" <start> since he didn t know what to say , he remained silent . <end>"," <start> comme il ne savait pas quoi dire , il est reste silencieux . <end>","comme il ne savait pas quoi dire , il resta silencieux . "
 <start> how dare you speak like that to me ! <end>, <start> comment oses tu me parler comme ca ! <end>,comment oses tu me parler comme ca ! 
 <start> i ve already apologized for that . <end>, <start> j ai deja presente mes excuses pour cela . <end>,j ai deja presente mes excuses pour cela . 
 <start> i don t think i can keep that promise . <end>, <start> je ne pense pas parvenir a tenir cette promesse . <end>,je ne pense pas que je puisse tenir cette promesse . 
 <start> can you help me a little ? <end>, <start> pouvez vous m aider un peu ? <end>,peux tu m aider un peu ? 
 <start> that company is managed by my older brother . <end>, <start> cette entreprise est dirigee par mon frere aine . <end>,cette entreprise est fabriquee par mon grand frere . 
 <start> elephants have long trunks . <end>, <start> les elephants ont une longue trompe . <end>,les elephants ont une longue trompe . 
 <start> i ve found something i d like to show you . <end>, <start> j ai trouve quelque chose que j aimerais te montrer . <end>,j ai trouve quelque chose que j aimerais te montrer . 
 <start> i ll be seventeen next year . <end>, <start> j aurai dix sept ans l annee prochaine . <end>,j aurai dix sept ans l annee prochaine . 
" <start> she says she s not dating anyone now , but i don t believe her . <end>"," <start> elle dit ne pas sortir avec quiconque a l heure actuelle , mais je ne la crois pas . <end>","elle dit qu elle ne sort avec personne a l heure actuelle , mais je ne la crois pas . "
 <start> i am not certain about that . <end>, <start> je n en suis pas certain . <end>,je n en suis pas sur . 
 <start> i think you know why i can t do that . <end>, <start> je pense que vous savez pourquoi je ne peux pas faire ca . <end>,je pense que vous savez pourquoi je ne peux pas faire ca . 
 <start> that s exactly what he said . <end>, <start> c est exactement ce qu il a dit . <end>,c est exactement ce qu il a dit . 
 <start> i didn t realize you were awake . <end>, <start> je n ai pas realise que vous etiez eveille . <end>,je n ai pas realise que vous etiez eveille . 
 <start> tom wanted to speak with mary . <end>, <start> tom voulait parler a maria . <end>,tom voulait parler a mary . 
 <start> this offer is good for five days . <end>, <start> cette offre est valable cinq jours . <end>,cette offre est bonne pour cinq jours . 
 <start> i don t know if i can make it to your party or not . <end>, <start> j ignore si je peux assister ou pas a votre fete . <end>,j ignore si je peux le faire a ta fete ou pas . 
 <start> are you relaxed ? <end>, <start> etes vous detendu ? <end>,etes vous detendu ? 
 <start> we have very little time . <end>, <start> on a tres peu de temps . <end>,nous avons tres peu de temps . 
 <start> everyone is waiting on you . <end>, <start> tout le monde vous attend . <end>,tout le monde t attend . 
 <start> somebody laughed . <end>, <start> quelqu un a rigole . <end>,quelqu un rit . 
 <start> there might be a gas leak in our house . <end>, <start> il pourrait y avoir une fuite de gaz dans notre maison . <end>,il se pourrait qu il y ait une fuite de gaz dans notre maison . 
 <start> you re old . <end>, <start> tu es vieille . <end>,tu es vieux . 
 <start> it s not that cold . <end>, <start> il ne fait pas si froid . <end>,il ne fait pas si froid . 
 <start> am i seeing things ? <end>, <start> ai je des visions ? <end>,est ce que je vois des choses ? 
 <start> tom started yelling . <end>, <start> tom a commence a crier . <end>,tom a commence a crier . 
 <start> does this bus go to the center of town ? <end>, <start> ce bus se rend il au centre ville ? <end>,ce bus se rend il en centre ville ? 
 <start> get on your bike . <end>, <start> monte sur ton velo . <end>,allez chercher votre velo ! 
 <start> hundreds of buffaloes moved toward the lake . <end>, <start> des centaines de b ufs se sont diriges vers le lac . <end>,des centaines de b ufs se sont vers le lac . 
 <start> i know tom is in . <end>, <start> je sais que tom est partant . <end>,je sais que tom est partant . 
 <start> tom fainted at the sight of the needle . <end>, <start> tom s est evanoui a la vue de l aiguille . <end>,tom s evanouit a la vue de l aiguille . 
 <start> we went to australia last summer . <end>, <start> nous sommes alles en australie l ete dernier . <end>,nous sommes alles en australie l ete dernier . 
 <start> we were amazed at the excellence of the boy s drawings . <end>, <start> nous etions stupefies de l excellence des dessins du garcon . <end>,nous etions impressionnes au sommet du garcon de garcon . 
 <start> may i ask what you re working on ? <end>, <start> puis je demander sur quoi vous travaillez ? <end>,puis je vous demander ce que vous travaillez ? 
 <start> don t fish in this river . it s prohibited . <end>, <start> ne peche pas dans cette riviere . c est defendu . <end>,ne le fais pas dans cette riviere . c est defendu . 
 <start> may i try it on ? <end>, <start> puis je essayer ceci ? <end>,puis je l essayer ? 
 <start> can i suggest something ? <end>, <start> puis je suggerer quelque chose ? <end>,puis je suggerer quelque chose ? 
" <start> whether we like it or not , we have to go there . <end>"," <start> bon gre mal gre , nous devons y aller . <end>","qu on aimerait ca ou pas , nous devons y aller . "
 <start> i wasn t entirely sure myself . <end>, <start> je n en etais pas tout a fait sur moi meme . <end>,je n en etais pas tout a fait sur moi meme . 
 <start> tom said he d call at . <end>, <start> tom a dit qu il appellerait a deux heures et demie . <end>,tom a dit qu il appellerait a deux heures et demie . 
 <start> there s a bank in front of the station . <end>, <start> il y a une banque devant la gare . <end>,il y a une banque devant la gare . 
" <start> if you mix blue and red , you ll get purple . <end>"," <start> si on melange du bleu et du rouge , on obtient du violet . <end>","si vous melange le bleu et le rouge , vous aurez du violet . "
 <start> can you hear anything ? <end>, <start> entends tu quelque chose ? <end>,arrives tu a entendre quoi que ce soit ? 
 <start> was that all you saw ? <end>, <start> est ce tout ce que vous avez vu ? <end>,etait ce tout ce que vous avez vu ? 
 <start> you must stick to your promise . <end>, <start> tu dois tenir ta promesse . <end>,tu dois suivre ta promesse . 
 <start> is this all there is ? <end>, <start> est ce tout ce qu il y a ? <end>,est ce tout ce qu il y a ? 
 <start> bananas are delicious . <end>, <start> les bananes sont delicieuses . <end>,les bananes sont delicieux . 
 <start> the bronze statue looks quite nice from a distance . <end>, <start> la statue de bronze a l air assez belle a distance . <end>,la statue de bronze a l air assez belle a loin . 
 <start> you re very forward . <end>, <start> tu es fort effrontee . <end>,vous etes tres effrontees . 
" <start> you never have any doubts , do you ? <end>"," <start> tu n es jamais sujet au doute , n est ce pas ? <end>","vous n avez jamais le moindre doute , n est ce pas ? "
" <start> in my opinion , it would be difficult to solve this problem . <end>"," <start> a mon avis , ce sera difficile de resoudre ce probleme . <end>","a mon avis , il serait difficile de resoudre ce probleme . "
" <start> being written in great haste , this letter has quite a few mistakes . <end>"," <start> ayant ete ecrite en grande hate , cette lettre comporte pas mal de fautes . <end>","etant ecrit en grande hate , cette lettre comporte pas mal de fautes . "
 <start> i don t want it anymore . <end>, <start> je n en veux plus . <end>,je ne veux plus ca . 
 <start> where did i put my battery pack ? <end>, <start> ou ai je mis ma farde de batterie ? <end>,ou ai je mis ma farde de batterie ? 
 <start> tom was a teacher for nearly thirty years . <end>, <start> tom etait enseignant pendant presque trente ans . <end>,tom etait professeur pendant presque trente ans . 
 <start> take the garbage out . <end>, <start> sors les ordures . <end>,sortez les detritus . 
 <start> our team can win . <end>, <start> notre equipe peut gagner . <end>,notre equipe peut gagner . 
" <start> i tried to do that , but i couldn t . <end>"," <start> j ai essaye de faire ca , mais je n ai pas pu . <end>","j ai essaye de faire ca , mais je n ai pas pu . "
 <start> he s a good person . <end>, <start> c est quelqu un de bien . <end>,c est une bonne personne . 
 <start> our house faces the beach . <end>, <start> notre maison fait face a la plage . <end>,notre maison est face a la plage . 
 <start> i m not a morning person . <end>, <start> je ne suis pas du matin . <end>,je ne suis pas du matin . 
 <start> have you seen my pen ? <end>, <start> avez vous vu mon stylo ? <end>,avez vous vu mon stylo ? 
 <start> we don t even need this . <end>, <start> nous n avons meme pas besoin de ca . <end>,nous n avons meme pas besoin de ca . 
 <start> i have once been to europe . <end>, <start> je suis deja alle en europe une fois . <end>,j ai une fois a l europe . 
 <start> germany was once allied with italy . <end>, <start> l allemagne fut autrefois l alliee de l italie . <end>,l allemagne etait autrefois l italie . 
 <start> i didn t say it happened here . <end>, <start> je n ai pas dit que ca a eu lieu ici . <end>,je n ai pas dit que ca a arrive ici . 
 <start> be careful or you ll strip the gears . <end>, <start> faites gaffe ou vous allez abimer la boite de vitesse ! <end>,soyez prudente ou vous allez abimer la boite . 
 <start> you are both in the wrong . <end>, <start> vous avez tous deux faux . <end>,tu es tous les deux dans le meme . 
 <start> you re very timid . <end>, <start> tu es fort timide . <end>,tu es tres peureux . 
 <start> you re going to have to do better to convince me of that . <end>, <start> il vous faudra vous demener davantage pour m en convaincre . <end>,tu vas devoir faire du mieux de me convaincre . 
 <start> we spent too much for this . <end>, <start> nous avons trop depense pour ceci . <end>,nous avons passe trop de maquillage pour ceci . 
 <start> i can t force you to do anything . <end>, <start> je ne peux pas vous forcer a faire quoi que ce soit . <end>,je ne peux pas te forcer a faire quoi que ce soit . 
 <start> she has done her homework . <end>, <start> elle a fait ses devoirs . <end>,elle a fait ses devoirs . 
 <start> i d like my coffee weak . <end>, <start> j aime mon cafe leger . <end>,j aimerais mon cafe d une seule . 
 <start> you have no alternative . <end>, <start> vous ne disposez pas d alternative . <end>,tu ne disposes pas d alternative . 
 <start> i spent dollars today . <end>, <start> j ai depense l equivalent de dollars aujourd hui . <end>,j ai depense des heures aujourd hui . 
 <start> do you have any idea what you re saying ? <end>, <start> as tu la moindre idee de ce que tu dis ? <end>,avez vous la moindre idee de ce que vous dites ? 
 <start> it s a great pleasure to be here . <end>, <start> c est un grand plaisir d etre ici . <end>,c est un grand plaisir d etre ici . 
 <start> i had to cancel that order because we didn t have enough money to pay for it . <end>, <start> j ai du annuler cette commande car nous ne disposions pas d assez d argent pour la payer . <end>,j ai du annuler cette commande car nous n avons pas assez d argent pour le faire . 
 <start> tom is obliged to do that . <end>, <start> tom est oblige de le faire . <end>,tom est comme ca . 
 <start> i cannot look at this photo without being reminded of my school days . <end>, <start> je ne peux pas regarder cette photo sans que cela me rappelle l epoque ou j allais a l ecole . <end>,je ne peux pas regarder cette photo sans que cela a de l ecole quelques derniers temps . 
 <start> i look on you as my best friend . <end>, <start> je te considere comme ma meilleure amie . <end>,je te considere comme mon meilleur ami . 
 <start> i ll go to boston to be with family . <end>, <start> j irai a boston pour etre avec ma famille . <end>,je vais aller a boston pour etre avec la famille . 
