Phrase_a_traduire,Phrase_traduite,Sortie_modele
 <start> what is your number ? <end>, <start> quel est votre numero ? <end>,quel est votre numero ? 
 <start> how did you get here ? <end>, <start> comment es tu parvenu ici ? <end>,comment etes vous arrives ici ? 
 <start> don t move or i ll shoot . <end>, <start> ne bougez pas ou je tire ! <end>,ne bougez pas ou je tire ! 
 <start> do you mind if i take off my sweater ? <end>, <start> cela vous derange t il que je retire mon chandail ? <end>,voyez vous un inconvenient a ce que je enleve mon chandail ? 
 <start> have you told everyone where the meeting will be ? <end>, <start> avez vous annonce a tout le monde ou la reunion se tiendra ? <end>,avez vous annonce a tout le monde ou la reunion se tiendra ? 
 <start> are those explosives ? <end>, <start> est ce que ce sont des explosifs ? <end>,ces questions sont ils des champs ? 
 <start> i agree with you to some extent . <end>," <start> je suis d accord avec vous , dans une certaine mesure . <end>",je suis d accord avec toi de quelque chose . 
 <start> that s why i worry about you . <end>, <start> c est pourquoi je me fais du souci pour vous . <end>,c est pourquoi je me fais du souci pour toi . 
 <start> a parallelogram is a quadrilateral formed from two sets of parallel lines . <end>, <start> un parallelogramme est un quadrilatere forme de deux paires de lignes paralleles . <end>,un parallelogramme est un quadrilatere forme de deux paires de paires paralleles . 
 <start> do you have a hobby ? <end>, <start> as tu un passe temps ? <end>,avez vous un passe temps ? 
 <start> his aunt takes care of his dog during the day . <end>, <start> sa tante s occupe de son chien pendant la journee . <end>,sa tante s occupe de son chien le jour . 
 <start> i m going to be sick . <end>, <start> je vais etre malade . <end>,je vais etre malade . 
 <start> he didn t run fast enough to catch the train . <end>, <start> il n a pas couru assez vite pour attraper le train . <end>,il n a pas couru assez vite pour attraper le train . 
 <start> i remember you . <end>, <start> je me souviens de vous . <end>,je me souviens de vous . 
 <start> do you find that washing machine easy to use ? <end>, <start> trouvez vous cette machine a laver facile a utiliser ? <end>,trouvez vous cette machine a laver facile a utiliser ? 
 <start> we must intervene . <end>, <start> il nous faut intervenir . <end>,il nous faut intervenir . 
" <start> get up early , or you ll be late . <end>", <start> leve toi tot sinon tu seras en retard . <end>,leve toi tot ou tu seras en retard . 
 <start> she was present at the party . <end>, <start> elle etait presente a cette reunion . <end>,elle etait present a la fete . 
 <start> there is more water than is needed . <end>, <start> il y a plus d eau qu il n en faut . <end>,il y a plus d eau que necessaire . 
 <start> i thought i told you to stay in the car . <end>, <start> je pensais t avoir dit de rester dans la voiture . <end>,je pensais vous avoir dit de rester dans la voiture . 
 <start> it s easy for monkeys to climb trees . <end>, <start> il est aise pour les singes de grimper aux arbres . <end>,il est facile pour les singes de grimper aux arbres . 
 <start> the baby is asleep . <end>, <start> le nourrisson dort . <end>,le bebe est endormi . 
 <start> i ought to go . <end>, <start> il me faut partir . <end>,il me faut y aller . 
 <start> he has not been able to attend school for a week . <end>, <start> il n a pas pu aller a l ecole pendant une semaine . <end>,il n a pas pu a aller a l ecole depuis une semaine . 
 <start> i m listening to bjork s latest song . <end>, <start> j ecoute la derniere chanson de bjork . <end>,j ecoute la derniere chanson de bjork . 
 <start> catch tom . <end>, <start> attrape tom . <end>,attrape tom . 
 <start> i want you to tell me who gave you that . <end>, <start> je veux que tu me dises qui t a donne cela . <end>,je veux que tu me dises qui t a donne cela . 
 <start> everybody started talking at once . <end>, <start> tout le monde commenca a parler en meme temps . <end>,tout le monde commenca a parler en meme temps . 
 <start> that happens a lot . <end>, <start> cela arrive souvent . <end>,ca se produit beaucoup . 
 <start> i can t find my bicycle . <end>, <start> je ne trouve plus mon velo . <end>,je n arrive pas a trouver mon velo . 
 <start> have you ever been to boston ? <end>, <start> avez vous jamais ete a boston ? <end>,avez vous jamais ete a boston ? 
 <start> that accident happened near his house . <end>, <start> cet accident survint pres de chez lui . <end>,cet accident se produisit pres de chez lui . 
 <start> i ate something earlier this evening that didn t agree with me . <end>," <start> j ai mange quelque chose , plus tot ce soir , qui ne passe pas . <end>",j ai mange quelque chose plus tot ce soir avec moi . 
 <start> i don t see any options . <end>, <start> je ne vois aucune option . <end>,je ne vois aucune option . 
 <start> most elevators operate automatically . <end>, <start> la plupart des ascenseurs fonctionnent automatiquement . <end>,la plupart des ascenseurs fonctionnent automatiquement . 
 <start> i need sugar . <end>, <start> j ai besoin de sucre . <end>,il me faut du sucre . 
 <start> some things are better left unsaid . <end>, <start> certaines choses se trouvent mieux de ne pas etre dites . <end>,certaines choses sont plus en deux choses . 
 <start> i m cooperating . <end>, <start> je suis en train de cooperer . <end>,je suis en train de cooperer . 
 <start> please excuse me for being rude . <end>," <start> excusez ma rudesse , s il vous plait . <end>",veuillez m excuser d etre grossier . 
 <start> let s go to the beach . <end>, <start> allons a la plage . <end>,allons a la plage ! 
 <start> i don t want tom in my car . <end>, <start> je ne veux pas de tom dans ma voiture . <end>,je ne veux pas tom dans ma voiture . 
 <start> i m thankful for technology . <end>, <start> je suis reconnaissant de pouvoir disposer de la technologie . <end>,je suis reconnaissant de pouvoir disposer de la technologie . 
 <start> he was taken care of by a certain young doctor . <end>, <start> un certain jeune medecin a pris soin de lui . <end>,il a pris soin par un ton docteur . 
 <start> where are they sending us ? <end>, <start> ou nous envoient ils ? <end>,ou nous envoient ils ? 
 <start> tom does not want to be late . <end>, <start> tom ne veut pas etre en retard . <end>,tom ne veut pas etre en retard . 
 <start> i declined for personal reasons . <end>, <start> j ai refuse pour des raisons personnelles . <end>,je refusai de mes raisons personnelles . 
" <start> in that case , let s go . <end>"," <start> dans ce cas , allons y . <end>","dans ce cas , allons y . "
 <start> i d have waited for you . <end>, <start> je t aurais attendu . <end>,je t aurais attendu . 
 <start> would you like to play tennis every sunday ? <end>, <start> aimeriez vous jouer au tennis tous les dimanches ? <end>,voudrais tu jouer au tennis tous les dimanches ? 
 <start> i thought you might come . <end>, <start> je pensais que vous viendriez peut etre . <end>,je pensais que tu viendrais peut etre . 
 <start> i was detained . <end>, <start> j ai ete incarceree . <end>,j ai ete incarcere . 
 <start> it was a huge success . <end>, <start> ce fut un immense succes . <end>,c etait un enorme succes . 
 <start> i know you feel bad . <end>, <start> je sais que tu te sens mal . <end>,je sais que tu te sens mal . 
 <start> did i say your name right ? <end>, <start> ai je bien prononce votre nom ? <end>,ai je bien prononce votre nom ? 
 <start> i feel happy when i m with you . <end>, <start> je me sens heureux lorsque je suis avec toi . <end>,je me sens heureux lorsque je sois avec toi . 
 <start> let s drink . <end>, <start> buvons ! <end>,buvons ! 
 <start> know your enemy . <end>, <start> il faut connaitre son ennemi . <end>,ton ennemi est . 
 <start> i think you lied to me . <end>, <start> je pense que vous m avez menti . <end>,je pense que vous m avez menti . 
 <start> kyoto is famous for its shrines and temples . <end>, <start> kyoto est connu pour ses autels et ses temples . <end>,kyoto est renommee pour ses autels et ses temples . 
 <start> help me . <end>, <start> aide moi . <end>,aidez moi ! 
 <start> we ve been busy . <end>, <start> nous avons ete occupes . <end>,nous avons ete occupees . 
 <start> i remember my mother teaching me the alphabet . <end>, <start> je me souviens de ma mere m enseignant l alphabet . <end>,je me souviens que ma mere m apprenait l alphabet . 
 <start> what would cause that ? <end>, <start> qu est ce qui causerait ca ? <end>,qu est ce qui causerait cela ? 
 <start> i suppose you want me to pay for this . <end>, <start> je suppose que tu veux que je paie pour ca . <end>,je suppose que tu veux que je paie pour ceci . 
 <start> he felt ill at ease . <end>, <start> il se sentit mal a l aise . <end>,il se sentit mal a l aise . 
 <start> many thanks . <end>, <start> mille mercis . <end>,merci bien ! 
 <start> he was challenged to a drinking contest . <end>, <start> on l a defie pour un concours de beuverie . <end>,on l a defie pour un concours de beuverie . 
 <start> did you see anybody ? <end>, <start> avez vous vu qui que ce soit ? <end>,avez vous vu qui que ce soit ? 
 <start> i don t need to talk to him . <end>, <start> je n ai pas besoin de lui parler . <end>,je n ai pas besoin de lui parler . 
 <start> they have already begun . <end>, <start> elles ont deja commence . <end>,ils ont deja commence . 
 <start> they got it . <end>, <start> ils l ont eue . <end>,ils l ont eue . 
 <start> she replied that she had never seen the man before . <end>, <start> elle repondit qu elle n avait jamais encore vu cet homme . <end>,elle repondit qu elle n avait jamais vu l homme auparavant . 
" <start> you re not helping , tom . <end>"," <start> tu n aides pas , tom . <end>","vous n aidez pas , tom . "
" <start> he said his father was ill , but that was a lie . <end>"," <start> il dit que son pere etait malade , mais c etait un mensonge . <end>","il a dit que son pere etait malade , mais c etait un mensonge . "
 <start> is all this necessary ? <end>, <start> tout ceci est il necessaire ? <end>,tout ceci est il necessaire ? 
 <start> i went stag to the prom . <end>, <start> je me suis rendu seul au bal . <end>,je suis alle me rendre seul au bal . 
 <start> i asked my boss for a pay raise . <end>, <start> j ai reclame une augmentation a mon patron . <end>,j ai demande a mon chef d une augmentation . 
 <start> that s a stupid idea . <end>, <start> c est une idee stupide . <end>,c est une idee stupide . 
 <start> we lost . <end>, <start> nous fumes defaites . <end>,nous perdimes . 
 <start> i ve got two books . <end>, <start> j ai deux livres . <end>,j ai deux livres . 
 <start> i m on the way home . <end>, <start> je suis sur le chemin de la maison . <end>,je suis sur le chemin de la maison . 
 <start> i m indebted to you . <end>, <start> j ai une dette envers vous . <end>,j ai une dette a toi . 
 <start> you re the most important person in my life . <end>, <start> tu es la personne la plus importante dans ma vie . <end>,tu es la personne la plus importante dans ma vie . 
 <start> i m feeling much better today . <end>, <start> je me sens beaucoup mieux aujourd hui . <end>,je me sens beaucoup mieux aujourd hui . 
 <start> tom needs a change of scenery . <end>, <start> tom a besoin de changer d air . <end>,tom a besoin de changement de monnaie . 
 <start> i want it to be a success . <end>, <start> je veux que ce soit un succes . <end>,je veux que ce soit un succes . 
 <start> what we know of health we have learned from the study of disease . <end>," <start> ce que nous savons de la sante , nous l avons appris de l etude des maladies . <end>","ce que nous savons de la sante , nous avons appris la maladie . "
 <start> i just don t want to do that right now . <end>, <start> je ne veux tout simplement pas faire ca maintenant . <end>,je ne veux tout simplement pas faire ca maintenant . 
 <start> i caught him cheating on the test . <end>, <start> je l ai surpris en train de tricher a l examen . <end>,je l ai surpris en train de tricher a l examen . 
 <start> why don t you start by telling us who went with you ? <end>, <start> pourquoi ne commencez vous pas par nous dire qui est alle avec vous ? <end>,pourquoi ne commences tu pas par nous dire qui est alle avec toi ? 
 <start> i should ve bought tom a present . <end>, <start> j aurais du acheter un cadeau pour tom . <end>,j aurais du acheter un cadeau a tom . 
 <start> you can t see the forest for the trees . <end>, <start> c est l arbre qui cache la foret . <end>,tu ne peux pas voir la foret grimper aux arbres . 
 <start> i don t need your money . i just need your time . <end>, <start> je n ai pas besoin de votre argent . j ai besoin de votre temps . <end>,je n ai pas besoin de votre argent . j ai besoin de votre temps . 
 <start> that s very personal . <end>, <start> c est tres personnel . <end>,c est tres personnel . 
 <start> she recognized him immediately . <end>, <start> elle le reconnut immediatement . <end>,elle l a immediatement reconnu . 
 <start> i will go if you go . <end>, <start> je partirai si tu le fais . <end>,j irai si tu y vas . 
 <start> i m the same height as tom is . <end>, <start> j ai la meme taille que tom . <end>,je suis la meme taille que tom . 
" <start> in autumn , leaves change color and fall . <end>"," <start> a l automne , les feuilles changent de couleur et choient . <end>","en automne , les feuilles changent de couleur et tomber . "
 <start> tom is a dancing teacher . <end>, <start> tom est professeur de danse . <end>,tom est professeur de danse . 
 <start> don t you ever clean your room ? <end>, <start> ne nettoies tu jamais ta chambre ? <end>,ne nettoyez vous jamais votre chambre ? 
 <start> let s take a look at the facts . <end>, <start> jetons un coup d il sur les faits . <end>,jetons un coup d il a la piece . 
 <start> don t walk alone after dark . <end>, <start> ne deambule pas seul apres la tombee du jour . <end>,ne marchez pas seuls apres le passe . 
 <start> that boy won t tell me his name . <end>, <start> ce garcon ne veut pas me dire son nom . <end>,ce garcon ne veut pas me dire son nom . 
 <start> your guess is wrong . <end>, <start> ton hypothese est erronee . <end>,ta hypothese est erronee . 
 <start> he ordered me to go alone . <end>, <start> il m a ordonne d y aller tout seul . <end>,il m ordonna de y aller seul . 
 <start> i suppose that s true . <end>, <start> je dirai que c est vrai . <end>,je dirai que c est vrai . 
 <start> love knows no limits . <end>, <start> l amour ne connait pas de limites . <end>,l amour ne connait pas de limites . 
 <start> i can t understand what you said at all . <end>, <start> je ne peux pas du tout comprendre ce que vous avez dit . <end>,je ne peux pas du tout comprendre ce que tu as dit . 
 <start> there s something i have to ask you . <end>, <start> il y a quelque chose que je dois te demander . <end>,il y a quelque chose que je dois te demander . 
 <start> i put my clothes in the dryer . <end>, <start> je mets mes vetements dans la secheuse . <end>,j enfile mes vetements dans la secheuse . 
 <start> do you want me to sing ? <end>, <start> voulez vous que je chante ? <end>,voulez vous que je chantes ? 
 <start> tom turned over a new leaf when he met mary . <end>, <start> tom a tourne la page quand il a rencontre marie . <end>,tom a pris la page lorsqu il vit marie . 
 <start> i lost my key somewhere around here . <end>, <start> j ai perdu ma cle quelque part autour d ici . <end>,j ai perdu ma clef quelque part ici . 
 <start> i figured it wouldn t hurt to wait for a few more minutes . <end>, <start> je me suis dit que ca ne ferait pas de mal d attendre quelques minutes de plus . <end>,je l ai compris que ca ne serait pas mal a attendre pendant quelques minutes . 
 <start> maybe i need a new assistant . <end>, <start> peut etre ai je besoin d un nouvel assistant . <end>,peut etre ai je besoin de une nouvelle assistante . 
 <start> get it out of here . <end>, <start> sors le d ici ! <end>,sortez le d ici ! 
 <start> i don t know where exactly . <end>," <start> je ne sais pas ou , exactement . <end>","je ne sais pas ou , exactement . "
 <start> i don t accept it . <end>, <start> je ne l accepte pas . <end>,je ne l accepte pas . 
" <start> think globally , act locally . <end>"," <start> pensez mondialement , agissez localement ! <end>","pensez mondialement , agissez localement ! "
 <start> i caught five fish yesterday . <end>, <start> j ai attrape cinq poissons hier . <end>,j ai attrape des poissons hier . 
 <start> i appreciate the help . <end>, <start> je suis reconnaissant pour votre aide . <end>,j apprecie l aide . 
 <start> how would you reword this sentence to make it sound more natural ? <end>, <start> comment reformuleriez vous cette phrase pour la rendre plus naturelle ? <end>,comment reformuleriez vous cette phrase pour la rendre plus naturelle ? 
 <start> you ve got to wake up . <end>, <start> tu dois te reveiller . <end>,il te faut te reveiller . 
 <start> i m sorry for not being more supportive . <end>, <start> je suis desole de ne pas la soutenir davantage . <end>,je suis desole de ne pas vous faire davantage . 
 <start> our cat s fur has lost its luster . <end>, <start> la fourrure de notre chat a perdu de sa splendeur . <end>,la fourrure de notre chat a perdu de sa splendeur . 
 <start> they climbed to the top of a cliff . <end>, <start> ils escaladerent jusqu en haut de la falaise . <end>,ils ont ete jusqu au sommet d une falaise . 
 <start> there was absolutely no furniture in that room . <end>, <start> il n y avait absolument aucun mobilier dans la piece . <end>,il n y avait absolument aucun mobilier dans la piece . 
 <start> she was stupid enough to go out with him . <end>, <start> elle a ete assez stupide pour sortir avec lui . <end>,elle etait suffisamment stupide pour sortir avec lui . 
 <start> i always take a bath in the morning . <end>, <start> je prends toujours un bain le matin . <end>,je prends toujours un bain le matin . 
 <start> do you think i m fat ? <end>, <start> pensez vous que je suis gros ? <end>,pensez vous que je suis gros ? 
 <start> how are you holding up ? <end>, <start> comment resistez vous ? <end>,comment resistes tu ? 
 <start> i have a high fever . <end>, <start> j ai beaucoup de fievre . <end>,j ai beaucoup de fievre . 
 <start> i just don t want to fight with you . <end>, <start> je ne veux tout simplement pas me disputer avec vous . <end>,je ne veux tout simplement pas me disputer avec toi . 
 <start> what exactly do you want us to do ? <end>," <start> que voulez vous que nous fassions , exactement ? <end>","que veux tu que nous fassions , exactement ? "
 <start> quit acting like a baby . <end>, <start> cesse de te conduire en bebe ! <end>,arrete de te comporter comme un bebe ! 
 <start> how re you holding up ? <end>, <start> comment y arrives tu ? <end>,comment resistes tu ? 
" <start> look at the blackboard , everyone . <end>", <start> regardez tous le tableau noir . <end>,"regarde le tableau , tout le monde . "
 <start> i thought you d gone home . <end>, <start> je pensais que vous seriez rentres chez vous . <end>,je pensais que tu serais rentre chez vous . 
 <start> i don t have any camping equipement . <end>, <start> je n ai pas de materiel de camping . <end>,je n ai pas de materiel de camping . 
 <start> the company accepted his application . <end>, <start> la societe accepta sa candidature . <end>,la societe accepta sa candidature . 
 <start> she weeded the garden . <end>, <start> elle debarrassa le jardin des mauvaises herbes . <end>,elle coupa le jardin . 
 <start> the medicine tastes bitter . <end>, <start> ce medicament a un gout amer . <end>,le medicament a un gout amer . 
 <start> run for it ! <end>, <start> sauvez vous ! <end>,sauvez vous ! 
 <start> does this make me look fat ? <end>, <start> ceci me fait il paraitre grosse ? <end>,cela me fait il paraitre gros ? 
 <start> why can t we do both ? <end>, <start> pourquoi ne pouvons nous pas faire les deux . <end>,pourquoi ne pouvons nous pas faire les deux ? 
 <start> anybody can solve that problem . <end>, <start> tout le monde peut resoudre un tel probleme . <end>,tout le monde peut resoudre un tel probleme . 
 <start> read this book at your leisure . <end>," <start> quand vous serez libre , lisez ce livre . <end>",lis ce livre a tes loisirs . 
 <start> clocks used to be wound every day . <end>, <start> l horloge devait etre remontee chaque jour . <end>,les cours ont ete retarde chaque jour . 
 <start> let us do the work . <end>, <start> laissez nous faire le travail . <end>,laissez nous faire le travail . 
 <start> we picked the number at random . <end>, <start> nous avons choisi le numero au hasard . <end>,nous avons choisi le numero au hasard . 
 <start> i have a week to do my homework . <end>, <start> j ai une semaine pour effectuer mes devoirs . <end>,j ai une semaine pour faire mes devoirs . 
 <start> adopting a low calorie diet will increase your lifespan . <end>, <start> adopter un regime alimentaire basses calories augmentera votre duree de vie . <end>,adopter un regime alimentaire basses calories augmentera votre duree de vie . 
 <start> what s your favorite hair style ? <end>, <start> quelle est ta coiffure preferee ? <end>,quelle est ta coiffure maternelle ? 
 <start> i don t think i can do this anymore . <end>, <start> je ne pense pas pouvoir faire encore ca . <end>,je ne pense pas pouvoir faire ca . 
 <start> is there any butter in the refrigerator ? <end>, <start> y a t il du beurre dans le refrigerateur ? <end>,y a t il du beurre dans le refrigerateur ? 
 <start> let s play baseball ! <end>, <start> jouons au baseball . <end>,jouons au baseball . 
 <start> i had some cash stashed away . <end>, <start> j avais de l argent de cote . <end>,j ai eu de l argent de cote . 
 <start> i burned them . <end>, <start> je les ai brules . <end>,je les ai brules . 
 <start> tom must be aware that mary is john s girlfriend . <end>, <start> tom doit etre conscient que mary est la petite amie de john . <end>,tom doit etre conscient que mary est la petite amie de john . 
 <start> please fill in this application form . <end>, <start> veuillez remplir ce formulaire de candidature . <end>,"remplissez ce formulaire de candidature , s il vous plait . "
 <start> do you eat a lot ? <end>, <start> mangez vous beaucoup ? <end>,manges tu beaucoup ? 
 <start> is tom related to mary ? <end>, <start> tom et mary sont ils parents ? <end>,tom a t il un lien de parente ? 
" <start> she advised him to go to the police station , but he was afraid to . <end>", <start> elle lui recommanda d aller au poste de police mais il eut peur de le faire . <end>,"elle lui conseilla de se rendre a la gare , mais il avait peur de le faire du la poste . "
 <start> i d like to forget the whole thing ever happened . <end>, <start> j aimerais oublier que tout ca est arrive . <end>,j aimerais oublier que tout ca . 
 <start> she made it plain that she wanted to go to college . <end>, <start> elle a fait clairement comprendre qu elle voulait aller a la faculte . <end>,elle a fait clairement comprendre qu elle voulait aller dans une ecole superieure . 
 <start> i just got a raise . <end>, <start> je viens d obtenir une augmentation de salaire . <end>,je viens d avoir une augmentation . 
 <start> i don t care how you do it . just do it . <end>," <start> je me fiche de comment vous le faites . simplement , faites le ! <end>",ca m est egal de comment vous le faites . simplement . 
 <start> you re lucky tom lent you some money . <end>, <start> tu es chanceux que tom t ait prete un peu d argent . <end>,tu es chanceux que tom t a prete de l argent . 
 <start> harvard was founded in . <end>, <start> harvard fut fonde en . <end>,harvard fut fonde en . 
 <start> what do you want to talk to me about ? <end>, <start> de quoi voulez vous m entretenir ? <end>,de quoi voulez vous m entretenir ? 
" <start> if anyone can do it , you can . <end>"," <start> si n importe qui peut le faire , tu le peux . <end>","s il y a quelqu un qui peut le faire , tu le peux . "
 <start> i never blamed you . <end>, <start> je ne vous ai jamais blame . <end>,je ne vous ai jamais blame . 
 <start> contact me for more information . <end>, <start> contactez moi pour plus d informations . <end>,contactez moi pour plus d informations . 
 <start> it s impossible to change it now . <end>, <start> c est impossible de le changer maintenant . <end>,il est impossible de le changer maintenant . 
 <start> thank you for your purchase . <end>, <start> merci pour votre achat . <end>,merci pour ton cadeau . 
 <start> what did you buy for me ? <end>, <start> qu est ce que tu m as achete ? <end>,qu m avez vous achete pour moi ? 
 <start> tom is all right . <end>, <start> tom va bien . <end>,tom va bien . 
 <start> they eat fish on fridays . <end>, <start> ils mangent du poisson les vendredis . <end>,ils mangent du poisson le vendredi . 
 <start> i d like to get a head start . <end>, <start> j aimerais demarrer avec l avantage . <end>,j aimerais demarrer . 
 <start> the only reason tom went to the party was that he expected mary to be there . <end>, <start> la seule raison pour laquelle tom est venu a la fete etait qu il esperait que marie soit presente . <end>,la seule raison pour tom a ete a la fete qu a marie etait la . 
 <start> i accompanied him on the trip . <end>, <start> je l ai accompagne en voyage . <end>,je l ai accompagne en voyage . 
 <start> thank you ever so much . <end>, <start> un grand merci . <end>,merci beaucoup . 
 <start> the bottom of the u . s . population has only . of the wealth . <end>, <start> les quarante pour cent de la population des usa les plus modestes ne detiennent que zero virgule trois pour cent de la richesse . <end>,le fond des etats unis est en la plus courte . 
 <start> why not try it on ? <end>, <start> pourquoi ne pas l essayer ? <end>,pourquoi ne pas le tenter ? 
 <start> she always takes care of her children . <end>, <start> elle prend toujours soin de ses enfants . <end>,elle prend toujours soin de ses enfants . 
 <start> sing a song with me . <end>, <start> chantez une chanson avec moi . <end>,chantez une chanson avec moi . 
 <start> do you want to know why tom left ? <end>, <start> veux tu savoir pourquoi tom est parti ? <end>,voulez vous savoir pourquoi tom est parti ? 
 <start> i doubt this is anything you d be interested in . <end>, <start> je doute que ce soit de quelque interet pour vous . <end>,je doute que ce soit de ce qui vous interesserait . 
 <start> did you accomplish your goals ? <end>, <start> avez vous accompli vos objectifs ? <end>,avez vous reussi vos objectifs ? 
 <start> he did it in front of the staff . <end>, <start> il l a fait au vu et au su du personnel . <end>,il l a fait devant le personnel . 
 <start> guess what i bought today . <end>, <start> devine ce que j ai achete aujourd hui ! <end>,devine ce que j ai achete aujourd hui ! 
 <start> what s your real purpose ? <end>, <start> quelle est ta veritable intention ? <end>,quel est ton reel objectif ? 
 <start> do you want to know why i helped ? <end>, <start> veux tu savoir pourquoi j ai aide ? <end>,voulez vous savoir pourquoi j ai aide ? 
 <start> i m calling to report a lost wallet . <end>, <start> j appelle pour signaler un portefeuille perdu . <end>,j appelle pour signaler un portefeuille perdu . 
 <start> it s not for everyone . <end>, <start> ce n est pas pour tout le monde . <end>,ce n est pas pour tout le monde . 
" <start> i give you everything you ask for , but you never seem satisfied . <end>", <start> je vous donne tout ce que vous demandez mais vous ne semblez jamais satisfait . <end>,je vous donne tout ce que vous demandez mais vous ne semblez jamais satisfait . 
 <start> i worry about him . <end>, <start> je me fais du souci a son sujet . <end>,je me fais du souci pour lui . 
 <start> they look cool . <end>, <start> elles ont l air detendues . <end>,ils paraissent detendus . 
 <start> where is paris ? <end>, <start> ou se trouve paris ? <end>,ou est paris ? 
 <start> she planted roses in the garden . <end>, <start> elle a plante des roses dans le jardin . <end>,elle a plante des roses dans le jardin . 
 <start> i felt my phone vibrate in my pocket . <end>, <start> j ai senti mon telephone vibrer dans ma poche . <end>,je sentais mon telephone vibrer dans ma poche . 
 <start> be quiet while i m speaking . <end>, <start> reste tranquille pendant que je parle . <end>,reste tranquille pendant que je parle . 
 <start> is there anything else you can tell us that might help ? <end>, <start> y a t il quoi que ce soit d autre que vous pouvez nous dire qui pourrait aider ? <end>,y a t il quoi que ce soit d autre que vous pouvez nous dire qui pourrait aider ? 
 <start> what s your area of specialization ? <end>, <start> quel est votre domaine de specialisation ? <end>,quel est ton domaine de specialisation ? 
 <start> who is your teacher ? <end>, <start> qui est votre enseignant ? <end>,qui est votre enseignant ? 
 <start> he quietly knocked at the door . <end>, <start> il a frappe doucement a la porte . <end>,il a pousse face a la porte . 
 <start> he likes to read books . <end>, <start> il aime lire des livres . <end>,il aime lire des livres . 
 <start> i read five different magazines each month . <end>, <start> je lis cinq differents types de magazine chaque mois . <end>,j ai lu cinq types de magazine chaque mois . 
 <start> i brought you some lunch . <end>, <start> je vous ai apporte un dejeuner . <end>,je t ai amene quelque dejeuner . 
 <start> tom has an apartment in boston . <end>, <start> tom a un appartement a boston <end>,tom a un appartement a boston . 
 <start> you re very astute . <end>, <start> vous etes fort astucieuses . <end>,tu es tres astucieux . 
 <start> what do you have your feet for ? <end>, <start> et si tu te servais de tes pieds ? <end>,qu avez vous les pieds ? 
 <start> it would be a good idea if i went . <end>, <start> ce serait une bonne idee que je m y rende . <end>,ca constituerait une bonne idee que j y aille . 
 <start> you should have told him . <end>, <start> vous auriez du le lui dire . <end>,tu aurais du lui le lui dire . 
 <start> we are sorry we can t help you . <end>, <start> nous regrettons de ne pas pouvoir vous aider . <end>,nous sommes desoles de ne pas pouvoir vous aider . 
 <start> he showed me his photograph album . <end>, <start> il m a montre son album photo . <end>,il m a montre son album photo . 
 <start> did tom tell you the good news ? <end>, <start> est ce que tom t a dit la bonne nouvelle ? <end>,tom t a t il dit la bonne nouvelle ? 
" <start> no matter how hard you try , the result will be the same . <end>"," <start> vous aurez beau essayer , le resultat sera le meme . <end>","vous aurez beau essayer , le resultat sera le meme . "
 <start> give me one good reason . <end>, <start> donne moi une bonne raison . <end>,donnez moi une bonne raison . 
 <start> work is behind schedule . <end>, <start> le travail est en retard sur le calendrier . <end>,le travail est en retard . 
 <start> she thought for a few minutes . <end>, <start> elle reflechit pendant quelques minutes . <end>,elle elabora quelques minutes . 
 <start> is this some kind of joke ? <end>, <start> s agit il d une sorte de plaisanterie ? <end>,est ce un peu de plaisanterie ? 
 <start> i didn t know he drank so much . <end>, <start> je ne savais pas qu il avait autant bu . <end>,je ne savais pas qu il buvait autant . 
 <start> the sun always rises in the east . <end>, <start> le soleil se leve toujours a l est . <end>,le soleil se leve toujours a l est . 
 <start> he kept shifting his weight from one foot to the other . <end>, <start> il portait constamment son poids d un pied sur l autre . <end>,il portait constamment son poids d un pied a l autre . 
 <start> you can trust us . <end>, <start> vous pouvez nous faire confiance . <end>,tu peux nous faire confiance . 
 <start> are you willing to make a deal ? <end>, <start> etes vous decidee a faire affaire ? <end>,es tu decidee a faire affaire ? 
 <start> he is one of my neighbors . <end>, <start> c est un de mes voisins . <end>,c est l un de mes voisins . 
 <start> i know tom can t win . <end>, <start> je sais que tom ne peut pas gagner . <end>,je sais que tom ne peut pas gagner . 
 <start> they called them scalawags . <end>, <start> ils les traiterent de racailles . <end>,ils les traiterent de racailles . 
 <start> tom is small . <end>, <start> tom est petit . <end>,tom est petit . 
 <start> he has a dog and six cats . <end>, <start> il a un chien et six chats . <end>,il a un chien et six chats . 
 <start> it s fun to learn slang words in foreign languages . <end>, <start> c est marrant d apprendre des mots d argot dans des langues etrangeres . <end>,c est amusant d apprendre des mots d argot dans des langues etrangeres . 
 <start> i met someone the other day that i think i could fall in love with . <end>, <start> j ai rencontre quelqu un l autre jour dont je pense que je pourrais tomber amoureux . <end>,j ai rencontre quelqu un l autre jour . 
 <start> there are more stars in the sky than i can count . <end>, <start> il y a plus d etoiles dans le ciel que je ne peux en compter . <end>,il y a plus d etoiles dans le ciel que possible . 
 <start> he is too smart not to know it . <end>, <start> il est trop intelligent pour ne pas le savoir . <end>,il est trop intelligent de ne pas le savoir . 
 <start> money opens all doors . <end>, <start> l argent ouvre toutes les portes . <end>,l argent bout toutes les portes . 
 <start> i think tom may be hurt . <end>, <start> je pense qu il se peut que tom soit blesse . <end>,je pense que tom est peut etre blessee . 
" <start> tom is very young , isn t he ? <end>"," <start> tom est tres jeune , n est ce pas ? <end>","tom est tres jeune , n est ce pas ? "
